type,name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
rtree,Gal4,3,12,poisson,optimizedtruetree,-13960.5358,197,28315.0715,106327.0715,28740.3715,0,60.1936489592
rtree,Gal4,3,12,q2,optimizedtruetree,-13398.3172,217,27230.6344,121842.6344,27699.1120,0,185.37101083279998
rtree,Gal4,3,12,q4,optimizedtruetree,-14100.3902,216,28632.7804,122376.7804,29099.0992,0,85.46919241589998
rtree,Gal4,3,12,pogofit,optimizedtruetree,-12653.3583,198,25702.7166,104506.7166,26130.1754,0,170.6959428828001
rtree,Gal4,3,12,pogofit,inferredtree,-12490.0029,198,25376.0059,104180.0059,25803.4647,122,84.84813530659993
rtree,Gal4,3,12,q1,optimizedtruetree,-13154.2838,198,26704.5675,105508.5675,27132.0264,0,114.94906834999996
rtree,Gal4,3,12,hbstyle,optimizedtruetree,-13381.5212,217,27197.0424,121809.0424,27665.5201,0,148.94411800530003
rtree,Gal4,3,12,q5,optimizedtruetree,-15306.0773,197,31006.1545,109018.1545,31431.4545,0,129.46780261970008
rtree,Gal4,0.3,13,hbstyle,inferredtree,-5181.2508,217,10796.5015,105408.5015,11264.9792,24,13.300758960399998
rtree,Gal4,0.3,13,q3,optimizedtruetree,-5736.8962,217,11907.7925,106519.7925,12376.2701,0,22.808756427899993
rtree,Gal4,0.3,13,pogofit,optimizedtruetree,-5027.0045,198,10450.0090,89254.0090,10877.4679,0,26.562569553700015
rtree,Gal4,0.3,13,hbstyle,optimizedtruetree,-5207.0313,217,10848.0627,105460.0627,11316.5403,0,30.804171624400002
rtree,Gal4,0.3,13,q2,optimizedtruetree,-5647.3265,197,11688.6531,89700.6531,12113.9531,0,15.9771124457
rtree,Gal4,0.3,13,poisson,inferredtree,-5980.3579,197,12354.7157,90366.7157,12780.0157,20,15.425752167
rtree,Gal4,0.3,13,poisson,optimizedtruetree,-5992.2953,197,12378.5906,90390.5906,12803.8906,0,15.457173465700002
rtree,Gal4,0.3,13,q4,optimizedtruetree,-5941.9966,197,12277.9931,90289.9931,12703.2931,0,17.794815600100005
rtree,Gal4,0.3,13,q1,inferredtree,-5411.7225,199,11221.4449,90821.4449,11651.0627,12,21.44931022419999
rtree,Gal4,0.3,13,pogofit,inferredtree,-5006.3982,198,10408.7965,89212.7965,10836.2553,10,11.807889528299995
rtree,Gal4,0.3,13,q1,optimizedtruetree,-5420.0761,199,11238.1523,90838.1523,11667.7700,0,21.652951190800003
rtree,Gal4,0.3,13,q3,inferredtree,-5720.3244,217,11874.6488,106486.6488,12343.1264,22,22.561961246699994
rtree,Gal4,0.3,13,q5,optimizedtruetree,-6732.3741,197,13858.7481,91870.7481,14284.0481,0,20.8991024362
rtree,Gal4,0.3,13,q2,inferredtree,-5632.0025,197,11658.0049,89670.0049,12083.3049,22,15.9531429374
rtree,Gal4,0.3,13,q4,inferredtree,-5916.8342,197,12227.6684,90239.6684,12652.9683,24,17.68970591619999
rtree,Gal4,0.3,13,q5,inferredtree,-6699.8729,197,13793.7458,91805.7458,14219.0458,24,20.866968779800008
rtree,Gal4,1.5,13,hbstyle,optimizedtruetree,-11730.6648,217,23895.3295,118507.3295,24363.8072,0,116.40722579360003
rtree,Gal4,1.5,13,q2,inferredtree,-11850.4128,198,24096.8256,102900.8256,24524.2844,76,91.96036668140002
rtree,Gal4,1.5,13,q3,inferredtree,-12265.5246,216,24963.0492,118707.0492,25429.3680,70,54.47667148050001
rtree,Gal4,1.5,13,q1,inferredtree,-11705.1804,217,23844.3608,118456.3608,24312.8384,74,47.47859770680002
rtree,Gal4,1.5,13,pogofit,optimizedtruetree,-11237.3389,198,22870.6777,101674.6777,23298.1366,0,90.87030081530006
rtree,Gal4,1.5,13,q4,optimizedtruetree,-12622.7830,197,25639.5661,103651.5661,26064.8660,0,60.76992643
rtree,Gal4,1.5,13,q5,inferredtree,-13662.5531,197,27719.1061,105731.1061,28144.4061,100,91.27166656350002
rtree,Gal4,1.5,13,q4,inferredtree,-12563.2151,197,25520.4301,103532.4301,25945.7301,64,59.765175269299995
rtree,Gal4,1.5,13,q1,optimizedtruetree,-11779.8994,217,23993.7988,118605.7988,24462.2764,0,100.00643775280007
rtree,Gal4,1.5,13,pogofit,inferredtree,-11164.8508,198,22725.7016,101529.7016,23153.1604,48,49.645335684799996
rtree,Gal4,1.5,13,q5,optimizedtruetree,-13771.4213,197,27936.8426,105948.8426,28362.1426,0,90.91616414970001
rtree,Gal4,1.5,13,q3,optimizedtruetree,-12318.5712,216,25069.1425,118813.1425,25535.4612,0,55.28272519889998
rtree,Gal4,1.5,13,hbstyle,inferredtree,-11646.4134,217,23726.8268,118338.8268,24195.3044,58,52.11072466179999
rtree,Gal4,1.5,13,poisson,optimizedtruetree,-12688.7182,197,25771.4364,103783.4364,26196.7364,0,48.52741467300001
rtree,Gal4,1.5,13,q2,optimizedtruetree,-11917.7185,198,24231.4370,103035.4370,24658.8959,0,91.50192719839997
rtree,Gal4,1.5,13,poisson,inferredtree,-12576.0635,197,25546.1270,103558.1270,25971.4270,94,47.31446838729997
rtree,Gal4,3,13,poisson,inferredtree,-13877.8410,197,28149.6820,106161.6820,28574.9820,148,57.97256944960006
rtree,Gal4,3,13,q2,optimizedtruetree,-13512.8057,217,27459.6115,122071.6115,27928.0891,0,126.20319662819993
rtree,Gal4,3,13,pogofit,optimizedtruetree,-12859.3635,198,26114.7269,104918.7269,26542.1858,0,177.37766148749998
rtree,Gal4,3,13,hbstyle,optimizedtruetree,-13597.7761,217,27629.5522,122241.5522,28098.0299,0,120.5612098443
rtree,Gal4,3,13,hbstyle,inferredtree,-13475.3910,217,27384.7820,121996.7820,27853.2596,110,83.75709882069998
rtree,Gal4,3,13,q3,optimizedtruetree,-13966.4633,198,28328.9266,107132.9266,28756.3854,0,250.0887607736
rtree,Gal4,3,13,q5,optimizedtruetree,-15535.1371,197,31464.2742,109476.2742,31889.5742,0,142.81693319640004
rtree,Gal4,3,13,pogofit,inferredtree,-12730.2971,198,25856.5941,104660.5941,26284.0530,116,92.04947137159995
rtree,Gal4,3,13,q1,optimizedtruetree,-13308.8676,198,27013.7351,105817.7351,27441.1940,0,84.96107945149996
rtree,Gal4,3,13,poisson,optimizedtruetree,-14163.0334,197,28720.0668,106732.0668,29145.3668,0,62.00800169699999
rtree,Gal4,3,13,q3,inferredtree,-13830.1204,198,28056.2408,106860.2408,28483.6997,124,224.76195670150003
rtree,Gal4,3,13,q4,optimizedtruetree,-14333.5480,216,29099.0960,122843.0960,29565.4147,0,86.64846944310004
rtree,Gal4,3,13,q2,inferredtree,-13385.6528,217,27205.3056,121817.3056,27673.7832,136,124.96257221220004
rtree,Gal4,3,13,q1,inferredtree,-13172.3747,198,26740.7494,105544.7494,27168.2082,140,81.88133553220001
rtree,Gal4,3,13,q4,inferredtree,-14123.8973,216,28679.7947,122423.7947,29146.1134,126,84.04718880890005
rtree,Gal4,3,13,q5,inferredtree,-15235.7069,197,30865.4138,108877.4138,31290.7137,148,135.7084550986001
rtree,Gal4,0.3,14,q2,optimizedtruetree,-6340.4856,216,13112.9713,106856.9713,13579.2900,0,18.98904969739999
rtree,Gal4,0.3,14,poisson,inferredtree,-6807.7724,197,14009.5448,92021.5448,14434.8447,22,18.2747001945
rtree,Gal4,0.3,14,poisson,optimizedtruetree,-6826.6643,197,14047.3286,92059.3286,14472.6286,0,18.429330928499997
rtree,Gal4,0.3,14,hbstyle,inferredtree,-5968.4894,217,12370.9787,106982.9787,12839.4563,8,19.458274417099997
rtree,Gal4,0.3,14,q3,optimizedtruetree,-6506.8469,197,13407.6939,91419.6939,13832.9938,0,18.954520935900003
rtree,Gal4,0.3,14,pogofit,inferredtree,-5747.4205,198,11890.8411,90694.8411,12318.2999,12,17.428743890100012
rtree,Gal4,0.3,14,q1,optimizedtruetree,-6187.8425,198,12771.6849,91575.6849,13199.1438,0,39.492881623299986
rtree,Gal4,0.3,14,q5,optimizedtruetree,-7436.7312,197,15267.4623,93279.4623,15692.7623,0,27.4210750196
rtree,Gal4,0.3,14,q5,inferredtree,-7404.7772,197,15203.5543,93215.5543,15628.8543,28,27.034359890800005
rtree,Gal4,0.3,14,q4,inferredtree,-6648.4448,197,13690.8896,91702.8896,14116.1895,16,20.731695702599996
rtree,Gal4,0.3,14,pogofit,optimizedtruetree,-5752.5701,198,11901.1402,90705.1402,12328.5991,0,17.6294455034
rtree,Gal4,0.3,14,q2,inferredtree,-6332.3276,216,13096.6553,106840.6553,13562.9740,18,18.867084750799993
rtree,Gal4,0.3,14,q3,inferredtree,-6496.7226,197,13387.4451,91399.4451,13812.7451,16,18.821838261199996
rtree,Gal4,0.3,14,hbstyle,optimizedtruetree,-5991.6055,217,12417.2110,107029.2110,12885.6886,0,36.80969076089998
rtree,Gal4,0.3,14,q4,optimizedtruetree,-6655.9804,197,13705.9608,91717.9608,14131.2607,0,20.815195429299997
rtree,Gal4,0.3,14,q1,inferredtree,-6152.9063,198,12701.8127,91505.8127,13129.2715,18,20.055057924300012
rtree,Gal4,1.5,14,q4,inferredtree,-12369.4022,216,25170.8045,118914.8045,25637.1232,88,53.68674580689999
rtree,Gal4,1.5,14,q5,inferredtree,-13507.1959,197,27408.3918,105420.3918,27833.6918,104,85.40564137780002
rtree,Gal4,1.5,14,q1,optimizedtruetree,-11522.4493,217,23478.8985,118090.8985,23947.3762,0,60.70311119769999
rtree,Gal4,1.5,14,pogofit,inferredtree,-10955.7425,198,22307.4850,101111.4850,22734.9438,62,44.66081359649999
rtree,Gal4,1.5,14,q5,optimizedtruetree,-13680.5240,197,27755.0480,105767.0480,28180.3480,0,87.54268318649997
rtree,Gal4,1.5,14,q1,inferredtree,-11427.0825,217,23288.1649,117900.1649,23756.6426,92,59.614418190000016
rtree,Gal4,1.5,14,q3,inferredtree,-12082.4135,197,24558.8271,102570.8271,24984.1270,100,52.13809851300001
rtree,Gal4,1.5,14,q2,inferredtree,-11584.2228,217,23602.4457,118214.4457,24070.9233,118,72.31390932200003
rtree,Gal4,1.5,14,poisson,optimizedtruetree,-12552.1536,197,25498.3073,103510.3073,25923.6072,0,47.80865107680002
rtree,Gal4,1.5,14,q4,optimizedtruetree,-12474.2006,216,25380.4013,119124.4013,25846.7200,0,54.70968297129999
rtree,Gal4,1.5,14,q2,optimizedtruetree,-11698.7467,217,23831.4935,118443.4935,24299.9711,0,71.0046989771
rtree,Gal4,1.5,14,poisson,inferredtree,-12398.0490,197,25190.0980,103202.0980,25615.3980,108,46.391681326699974
rtree,Gal4,1.5,14,q3,optimizedtruetree,-12181.9204,197,24757.8409,102769.8409,25183.1408,0,52.90582690299997
rtree,Gal4,1.5,14,hbstyle,inferredtree,-11456.3261,217,23346.6522,117958.6522,23815.1298,88,57.2080962615
rtree,Gal4,1.5,14,hbstyle,optimizedtruetree,-11556.3670,217,23546.7340,118158.7340,24015.2116,0,123.37301094650002
rtree,Gal4,1.5,14,pogofit,optimizedtruetree,-11023.1292,198,22442.2585,101246.2585,22869.7173,0,94.58209010889999
rtree,Gal4,3,14,poisson,optimizedtruetree,-14127.0235,197,28648.0470,106660.0470,29073.3469,0,61.63680374480003
rtree,Gal4,3,14,hbstyle,inferredtree,-13369.8333,217,27173.6666,121785.6666,27642.1442,126,81.38132030969997
rtree,Gal4,3,14,q3,optimizedtruetree,-14031.3950,197,28456.7901,106468.7901,28882.0900,0,74.17271589290002
rtree,Gal4,3,14,poisson,inferredtree,-13869.9632,197,28133.9264,106145.9264,28559.2264,150,58.00974250060001
rtree,Gal4,3,14,q2,optimizedtruetree,-13530.6204,217,27495.2409,122107.2409,27963.7185,0,120.82883890309998
rtree,Gal4,3,14,q4,optimizedtruetree,-14384.0232,198,29164.0463,107968.0463,29591.5052,0,291.2475475691998
rtree,Gal4,3,14,pogofit,optimizedtruetree,-12760.2410,198,25916.4819,104720.4819,26343.9408,0,86.56313667119998
rtree,Gal4,3,14,hbstyle,optimizedtruetree,-13561.2368,217,27556.4735,122168.4735,28024.9512,0,191.06892716400003
rtree,Gal4,3,14,q5,inferredtree,-15459.3966,197,31312.7932,109324.7932,31738.0931,156,124.2880130962999
rtree,Gal4,3,14,q4,inferredtree,-14167.8810,198,28731.7620,107535.7620,29159.2209,164,291.1991987408
rtree,Gal4,3,14,q5,optimizedtruetree,-15704.2359,197,31802.4717,109814.4717,32227.7717,0,129.04832185369995
rtree,Gal4,3,14,q1,inferredtree,-13114.5711,217,26663.1421,121275.1421,27131.6198,142,72.36445433759998
rtree,Gal4,3,14,pogofit,inferredtree,-12652.0101,198,25700.0201,104504.0201,26127.4790,130,85.30257331930004
rtree,Gal4,3,14,q1,optimizedtruetree,-13278.5210,217,26991.0420,121603.0420,27459.5196,0,75.13700555820002
rtree,Gal4,3,14,q2,inferredtree,-13406.2573,217,27246.5146,121858.5146,27714.9922,132,112.27317679289997
rtree,Gal4,3,14,q3,inferredtree,-13854.8931,197,28103.7861,106115.7861,28529.0861,132,70.70430727079997
rtree,Gal4,0.3,15,hbstyle,inferredtree,-5815.6998,217,12065.3996,106677.3996,12533.8772,26,15.971760356999997
rtree,Gal4,0.3,15,q3,optimizedtruetree,-6307.5727,197,13009.1454,91021.1454,13434.4454,0,18.293133103800002
rtree,Gal4,0.3,15,q1,inferredtree,-5952.9656,199,12303.9313,91903.9313,12733.5490,26,18.84806082329999
rtree,Gal4,0.3,15,q3,inferredtree,-6283.8500,197,12961.7000,90973.7000,13387.0000,28,18.201494355400005
rtree,Gal4,0.3,15,q2,inferredtree,-6154.8783,199,12707.7565,92307.7565,13137.3743,24,21.3549655353
rtree,Gal4,0.3,15,q4,inferredtree,-6437.3926,197,13268.7852,91280.7852,13694.0852,36,19.520268302900014
rtree,Gal4,0.3,15,q5,inferredtree,-7118.2321,197,14630.4641,92642.4641,15055.7641,40,23.098643678499997
rtree,Gal4,0.3,15,pogofit,optimizedtruetree,-5631.8514,198,11659.7028,90463.7028,12087.1617,0,35.79147829520001
rtree,Gal4,0.3,15,hbstyle,optimizedtruetree,-5855.2643,217,12144.5286,106756.5286,12613.0063,0,44.65311934929997
rtree,Gal4,0.3,15,q2,optimizedtruetree,-6181.9152,199,12761.8303,92361.8303,13191.4481,0,21.230106566100016
rtree,Gal4,0.3,15,poisson,inferredtree,-6593.2641,197,13580.5282,91592.5282,14005.8282,20,17.60882574049998
rtree,Gal4,0.3,15,q4,optimizedtruetree,-6475.2911,197,13344.5823,91356.5823,13769.8822,0,19.62809426839999
rtree,Gal4,0.3,15,poisson,optimizedtruetree,-6617.8562,197,13629.7123,91641.7123,14055.0123,0,17.757752073399995
rtree,Gal4,0.3,15,q5,optimizedtruetree,-7173.6758,197,14741.3515,92753.3515,15166.6515,0,23.24010544500002
rtree,Gal4,0.3,15,pogofit,inferredtree,-5597.7534,198,11591.5069,90395.5069,12018.9657,20,15.6620096656
rtree,Gal4,0.3,15,q1,optimizedtruetree,-5977.7014,199,12353.4028,91953.4028,12783.0205,0,18.710290841800013
rtree,Gal4,1.5,15,q4,optimizedtruetree,-12330.8731,197,25055.7462,103067.7462,25481.0462,0,51.29729568559996
rtree,Gal4,1.5,15,hbstyle,optimizedtruetree,-11399.7945,217,23233.5891,117845.5891,23702.0667,0,125.40215515729997
rtree,Gal4,1.5,15,q5,optimizedtruetree,-13630.0052,197,27654.0104,105666.0104,28079.3104,0,83.63225716180001
rtree,Gal4,1.5,15,q1,optimizedtruetree,-11316.1404,218,23068.2808,118552.2808,23538.9173,0,49.759743266100024
rtree,Gal4,1.5,15,pogofit,inferredtree,-10792.6257,198,21981.2514,100785.2514,22408.7102,66,54.39474130489998
rtree,Gal4,1.5,15,pogofit,optimizedtruetree,-10858.5825,198,22113.1649,100917.1649,22540.6238,0,102.28971582009999
rtree,Gal4,1.5,15,q3,optimizedtruetree,-12015.7286,198,24427.4572,103231.4572,24854.9160,0,91.8336912599
rtree,Gal4,1.5,15,hbstyle,inferredtree,-11319.4911,217,23072.9822,117684.9822,23541.4598,80,59.119532568599986
rtree,Gal4,1.5,15,q2,inferredtree,-11479.8238,198,23355.6475,102159.6475,23783.1064,96,66.2930683523
rtree,Gal4,1.5,15,q3,inferredtree,-11908.2387,198,24212.4773,103016.4773,24639.9362,98,82.5872640276
rtree,Gal4,1.5,15,q1,inferredtree,-11236.6984,218,22909.3968,118393.3968,23380.0334,84,50.068687324399995
rtree,Gal4,1.5,15,q2,optimizedtruetree,-11571.0514,198,23538.1029,102342.1029,23965.5617,0,71.06984722259999
rtree,Gal4,1.5,15,poisson,optimizedtruetree,-12201.3049,197,24796.6098,102808.6098,25221.9098,0,45.7552938161
rtree,Gal4,1.5,15,q5,inferredtree,-13483.7175,197,27361.4351,105373.4351,27786.7350,96,82.53789168429998
rtree,Gal4,1.5,15,q4,inferredtree,-12220.2750,197,24834.5500,102846.5500,25259.8500,92,50.53732820380002
rtree,Gal4,1.5,15,poisson,inferredtree,-12096.2135,197,24586.4270,102598.4270,25011.7269,100,44.49939885009999
rtree,Gal4,3,15,q3,inferredtree,-13553.0765,198,27502.1531,106306.1531,27929.6119,160,138.2123705606999
rtree,Gal4,3,15,poisson,inferredtree,-13722.0887,197,27838.1773,105850.1773,28263.4773,170,57.076811255699994
rtree,Gal4,3,15,q2,inferredtree,-13061.6992,198,26519.3985,105323.3985,26946.8573,152,100.48152507059994
rtree,Gal4,3,15,q1,inferredtree,-12885.9460,198,26167.8920,104971.8920,26595.3509,156,80.82994052590007
rtree,Gal4,3,15,q2,optimizedtruetree,-13370.8953,198,27137.7906,105941.7906,27565.2494,0,297.9304247307001
rtree,Gal4,3,15,pogofit,optimizedtruetree,-12571.9349,198,25539.8698,104343.8698,25967.3287,0,215.49591805830002
rtree,Gal4,3,15,hbstyle,optimizedtruetree,-13309.2043,217,27052.4085,121664.4085,27520.8862,0,165.52471608349992
rtree,Gal4,3,15,q4,inferredtree,-13835.7295,216,28103.4590,121847.4590,28569.7778,160,82.73442776309996
rtree,Gal4,3,15,q5,inferredtree,-14928.1781,197,30250.3563,108262.3563,30675.6562,168,127.78402356160001
rtree,Gal4,3,15,hbstyle,inferredtree,-13100.0384,217,26634.0767,121246.0767,27102.5543,144,71.71346845120003
rtree,Gal4,3,15,q3,optimizedtruetree,-13868.7550,198,28133.5100,106937.5100,28560.9689,0,317.12700954479993
rtree,Gal4,3,15,poisson,optimizedtruetree,-13991.9993,197,28377.9986,106389.9986,28803.2986,0,60.81308622219999
rtree,Gal4,3,15,pogofit,inferredtree,-12406.8093,198,25209.6185,104013.6185,25637.0774,150,88.74163247510002
rtree,Gal4,3,15,q1,optimizedtruetree,-13104.0620,198,26604.1240,105408.1240,27031.5829,0,89.46003945980004
rtree,Gal4,3,15,q5,optimizedtruetree,-15338.3448,197,31070.6896,109082.6896,31495.9896,0,135.27199926089997
rtree,Gal4,3,15,q4,optimizedtruetree,-14118.4728,216,28668.9456,122412.9456,29135.2643,0,86.25532985710001
rtree,Gal4,0.3,16,pogofit,inferredtree,-5802.1059,198,12000.2118,90804.2118,12427.6706,14,18.24361224630001
rtree,Gal4,0.3,16,q1,optimizedtruetree,-6266.4082,198,12928.8164,91732.8164,13356.2753,0,20.472159859899996
rtree,Gal4,0.3,16,q5,optimizedtruetree,-7510.6065,197,15415.2130,93427.2130,15840.5130,0,25.978897518700002
rtree,Gal4,0.3,16,hbstyle,optimizedtruetree,-5996.3607,217,12426.7213,107038.7213,12895.1989,0,17.824109623599995
rtree,Gal4,0.3,16,q4,optimizedtruetree,-6760.9470,199,13919.8940,93519.8940,14349.5117,0,28.946026700100003
rtree,Gal4,0.3,16,pogofit,optimizedtruetree,-5811.3163,198,12018.6326,90822.6326,12446.0915,0,18.081495062799995
rtree,Gal4,0.3,16,q5,inferredtree,-7477.9260,197,15349.8521,93361.8521,15775.1520,30,25.99269463929999
rtree,Gal4,0.3,16,q4,inferredtree,-6740.8259,199,13879.6517,93479.6517,14309.2695,22,30.402245283099994
rtree,Gal4,0.3,16,q2,inferredtree,-6412.8789,217,13259.7578,107871.7578,13728.2354,18,22.154178084400012
rtree,Gal4,0.3,16,poisson,inferredtree,-6881.2202,197,14156.4404,92168.4404,14581.7404,12,18.698600299500004
rtree,Gal4,0.3,16,q3,inferredtree,-6526.4450,216,13484.8899,107228.8899,13951.2087,14,20.34694141469999
rtree,Gal4,0.3,16,q2,optimizedtruetree,-6439.2736,217,13312.5472,107924.5472,13781.0248,0,23.771528607599986
rtree,Gal4,0.3,16,q1,inferredtree,-6248.7783,198,12893.5567,91697.5567,13321.0155,18,20.4418976942
rtree,Gal4,0.3,16,hbstyle,inferredtree,-5984.5885,217,12403.1770,107015.1770,12871.6546,14,17.86644373089999
rtree,Gal4,0.3,16,q3,optimizedtruetree,-6543.3637,216,13518.7273,107262.7273,13985.0461,0,20.4620621813
rtree,Gal4,0.3,16,poisson,optimizedtruetree,-6900.9767,197,14195.9535,92207.9535,14621.2535,0,18.817192980900003
rtree,Gal4,1.5,16,poisson,inferredtree,-12777.2040,197,25948.4079,103960.4079,26373.7079,78,48.51745686310001
rtree,Gal4,1.5,16,q2,optimizedtruetree,-12188.8235,217,24811.6471,119423.6471,25280.1247,0,66.7239156427
rtree,Gal4,1.5,16,q4,inferredtree,-12756.7007,216,25945.4014,119689.4014,26411.7202,70,59.12287150369998
rtree,Gal4,1.5,16,q5,inferredtree,-13961.8767,197,28317.7535,106329.7535,28743.0534,74,91.82877304779994
rtree,Gal4,1.5,16,pogofit,optimizedtruetree,-11551.1368,198,23498.2736,102302.2736,23925.7324,0,125.54763288730001
rtree,Gal4,1.5,16,q3,optimizedtruetree,-12521.1016,217,25476.2032,120088.2032,25944.6808,0,189.25399092460006
rtree,Gal4,1.5,16,hbstyle,inferredtree,-12077.4106,217,24588.8211,119200.8211,25057.2988,66,55.91726292959998
rtree,Gal4,1.5,16,q1,inferredtree,-11909.4422,217,24252.8844,118864.8844,24721.3620,70,64.5372700467
rtree,Gal4,1.5,16,hbstyle,optimizedtruetree,-12170.6400,217,24775.2801,119387.2801,25243.7577,0,109.56793443240004
rtree,Gal4,1.5,16,q3,inferredtree,-12447.5490,217,25329.0981,119941.0981,25797.5757,78,196.32425439499994
rtree,Gal4,1.5,16,q2,inferredtree,-12118.7711,217,24671.5421,119283.5421,25140.0198,72,67.39176280670004
rtree,Gal4,1.5,16,q1,optimizedtruetree,-11983.4823,217,24400.9646,119012.9646,24869.4422,0,59.898166084999986
rtree,Gal4,1.5,16,pogofit,inferredtree,-11489.7589,198,23375.5177,102179.5177,23802.9766,66,73.47377883059997
rtree,Gal4,1.5,16,q5,optimizedtruetree,-14090.1990,197,28574.3980,106586.3980,28999.6979,0,94.6120694741
rtree,Gal4,1.5,16,poisson,optimizedtruetree,-12865.6072,197,26125.2145,104137.2145,26550.5144,0,49.56678595610005
rtree,Gal4,1.5,16,q4,optimizedtruetree,-12846.2661,216,26124.5321,119868.5321,26590.8509,0,60.30397378800005
rtree,Gal4,3,16,hbstyle,optimizedtruetree,-13353.9218,217,27141.8436,121753.8436,27610.3213,0,81.6729273725
rtree,Gal4,3,16,q4,optimizedtruetree,-14096.8519,198,28589.7038,107393.7038,29017.1626,0,325.46430661989984
rtree,Gal4,3,16,pogofit,optimizedtruetree,-12564.4910,198,25524.9820,104328.9820,25952.4409,0,97.03575280599999
rtree,Gal4,3,16,q5,optimizedtruetree,-15324.4270,197,31042.8541,109054.8541,31468.1540,0,127.20900415560006
rtree,Gal4,3,16,pogofit,inferredtree,-12467.0629,198,25330.1258,104134.1258,25757.5846,136,91.40491571110009
rtree,Gal4,3,16,q1,optimizedtruetree,-13042.2252,198,26480.4505,105284.4505,26907.9093,0,86.07654476599997
rtree,Gal4,3,16,q5,inferredtree,-15070.9637,197,30535.9275,108547.9275,30961.2274,144,125.40380089649999
rtree,Gal4,3,16,q4,inferredtree,-13912.4752,198,28220.9504,107024.9504,28648.4092,152,289.70000613799994
rtree,Gal4,3,16,hbstyle,inferredtree,-13236.0360,217,26906.0720,121518.0720,27374.5497,118,84.1849548885
rtree,Gal4,3,16,q3,optimizedtruetree,-13823.4694,216,28078.9387,121822.9387,28545.2575,0,74.4327076748
rtree,Gal4,3,16,poisson,optimizedtruetree,-14054.1769,197,28502.3537,106514.3537,28927.6537,0,60.8228738313
rtree,Gal4,3,16,q1,inferredtree,-12891.6855,198,26179.3709,104983.3709,26606.8298,138,80.8451830938
rtree,Gal4,3,16,q2,inferredtree,-13206.5619,198,26809.1238,105613.1238,27236.5826,142,81.64989223919999
rtree,Gal4,3,16,q3,inferredtree,-13654.0168,216,27740.0336,121484.0336,28206.3524,124,70.53383863420004
rtree,Gal4,3,16,q2,optimizedtruetree,-13398.2006,198,27192.4012,105996.4012,27619.8601,0,141.67856867349994
rtree,Gal4,3,16,poisson,inferredtree,-13798.5424,197,27991.0848,106003.0848,28416.3848,154,56.90545395450002
rtree,Gal4,0.3,17,q4,optimizedtruetree,-6512.0440,216,13456.0881,107200.0881,13922.4068,0,19.81641517480001
rtree,Gal4,0.3,17,q5,optimizedtruetree,-7269.3122,197,14932.6245,92944.6245,15357.9244,0,29.219941784299987
rtree,Gal4,0.3,17,q1,inferredtree,-6074.8518,199,12547.7036,92147.7036,12977.3214,22,21.586630507299986
rtree,Gal4,0.3,17,pogofit,inferredtree,-5642.7481,198,11681.4963,90485.4963,12108.9551,14,17.90377415939999
rtree,Gal4,0.3,17,q1,optimizedtruetree,-6095.0076,199,12588.0153,92188.0153,13017.6330,0,21.9532381825
rtree,Gal4,0.3,17,q3,inferredtree,-6395.1273,198,13186.2547,91990.2547,13613.7135,36,25.352714826200017
rtree,Gal4,0.3,17,q2,inferredtree,-6243.4056,218,12922.8112,108406.8112,13393.4477,28,20.84227879550001
rtree,Gal4,0.3,17,q4,inferredtree,-6500.0503,216,13432.1006,107176.1006,13898.4193,16,19.638257098899995
rtree,Gal4,0.3,17,poisson,optimizedtruetree,-6654.9316,197,13703.8633,91715.8633,14129.1632,0,17.8696268525
rtree,Gal4,0.3,17,q5,inferredtree,-7218.9927,197,14831.9855,92843.9855,15257.2854,30,28.98256906959998
rtree,Gal4,0.3,17,hbstyle,inferredtree,-5867.5211,217,12169.0422,106781.0422,12637.5199,18,17.22140704260001
rtree,Gal4,0.3,17,q3,optimizedtruetree,-6428.5878,198,13253.1756,92057.1756,13680.6344,0,25.157998661399997
rtree,Gal4,0.3,17,hbstyle,optimizedtruetree,-5899.2161,217,12232.4321,106844.4321,12700.9098,0,37.350949202500026
rtree,Gal4,0.3,17,poisson,inferredtree,-6616.1207,197,13626.2414,91638.2414,14051.5414,26,17.601802776600007
rtree,Gal4,0.3,17,q2,optimizedtruetree,-6255.8623,218,12947.7245,108431.7245,13418.3610,0,21.8968591226
rtree,Gal4,0.3,17,pogofit,optimizedtruetree,-5655.6466,198,11707.2931,90511.2931,12134.7520,0,18.163588956100014
rtree,Gal4,1.5,17,q3,optimizedtruetree,-12087.3647,216,24606.7293,118350.7293,25073.0481,0,53.86636964209999
rtree,Gal4,1.5,17,hbstyle,inferredtree,-11474.7223,217,23383.4447,117995.4447,23851.9223,72,57.49087807569996
rtree,Gal4,1.5,17,poisson,optimizedtruetree,-12521.7368,197,25437.4736,103449.4736,25862.7736,0,47.39741770300003
rtree,Gal4,1.5,17,poisson,inferredtree,-12414.7313,197,25223.4626,103235.4626,25648.7625,92,46.534686965399985
rtree,Gal4,1.5,17,q2,optimizedtruetree,-11680.8564,217,23795.7129,118407.7129,24264.1905,0,66.9587738364
rtree,Gal4,1.5,17,q2,inferredtree,-11634.3518,217,23702.7035,118314.7035,24171.1812,74,73.09752118819998
rtree,Gal4,1.5,17,q3,inferredtree,-12026.2200,216,24484.4400,118228.4400,24950.7588,76,53.21655127940001
