name,model,optim,logl,k,AIC,AICc,BIC,rf_pandit,rf_q1,treelength
PF01464,q2,optimizedtruetree,-9151.9171,68,18439.8342,18539.6640,18650.2092,0,18,35.62232353630001
PF01464,q4,inferredtree,-9525.5209,67,19185.0418,19280.9576,19392.3231,24,32,27.03540911609999
PF01464,q5,inferredtree,-10297.0482,67,20728.0963,20824.0121,20935.3776,30,24,62.11953991349999
PF01464,poisson,inferredtree,-9715.2232,67,19564.4464,19660.3622,19771.7276,28,34,22.3123855342
PF03947,q2,inferredtree,-11542.3726,137,23358.7452,29660.7452,23765.6096,58,42,41.255109716900016
PF03947,q3,inferredtree,-11769.5332,137,23813.0664,30115.0664,24219.9308,52,46,25.180871630000002
PF03947,q1,inferredtree,-11348.2985,119,22934.5971,24124.5971,23288.0048,44,0,26.343286953499998
PF03947,q4,optimizedtruetree,-12099.8523,136,24471.7046,29795.1332,24875.5992,0,44,25.370057037399988
PF03947,q5,inferredtree,-13037.6346,117,26309.2691,27371.2691,26656.7373,50,58,45.208693140399994
PF03947,q4,inferredtree,-12062.8787,136,24397.7574,29721.1860,24801.6520,58,52,25.3484883441
PF03947,q5,optimizedtruetree,-13086.0581,117,26406.1162,27468.1162,26753.5844,0,44,45.18679917019999
PF03947,pogofit,inferredtree,-11005.8970,118,22247.7941,23371.1541,22598.2321,46,28,29.52741914399999
PF03947,q1,optimizedtruetree,-11373.3486,119,22984.6972,24174.6972,23338.1050,0,44,25.945770300000007
PF03947,pogofit,optimizedtruetree,-11032.9382,118,22301.8764,23425.2364,22652.3144,0,44,29.7961596363
PF03947,q3,optimizedtruetree,-11796.4982,137,23866.9964,30168.9964,24273.8609,0,44,25.102375429299997
PF03947,poisson,optimizedtruetree,-12832.3338,117,25898.6677,26960.6677,26246.1358,0,44,21.915986482599987
PF03947,poisson,inferredtree,-12763.3383,117,25760.6766,26822.6766,26108.1447,68,66,21.548010257999998
PF03947,q2,optimizedtruetree,-11598.9438,137,23471.8877,29773.8877,23878.7521,0,44,42.629918587000006
PF00237,q3,optimizedtruetree,-3818.1771,57,7750.3541,7830.9883,7918.0278,0,8,9.773288113100001
PF00237,poisson,optimizedtruetree,-4134.7318,37,8343.4635,8371.0322,8452.3043,0,8,8.045361352399999
PF00237,q2,inferredtree,-3762.2289,57,7638.4577,7719.0919,7806.1313,6,6,11.994706704999999
PF00237,q3,inferredtree,-3815.4464,57,7744.8928,7825.5269,7912.5664,8,0,9.714592931099999
PF00237,q1,inferredtree,-3738.3666,38,7552.7333,7582.0798,7664.5157,8,0,10.8799721336
PF00237,poisson,inferredtree,-4131.5031,37,8337.0063,8364.5749,8445.8470,6,8,7.979316592899998
PF00237,q5,inferredtree,-4272.1476,37,8618.2951,8645.8638,8727.1359,12,14,15.1167231341
PF00237,q2,optimizedtruetree,-3762.6377,57,7639.2753,7719.9095,7806.9489,0,8,11.945482796300002
PF00237,q4,inferredtree,-3900.4028,58,7916.8057,8001.2995,8087.4209,4,10,16.283506154300007
PF00237,q4,optimizedtruetree,-3901.1448,58,7918.2895,8002.7833,8088.9048,0,8,16.182173482499998
PF00237,q1,optimizedtruetree,-3738.6685,38,7553.3371,7582.6836,7665.1195,0,8,11.0637241905
PF00237,pogofit,inferredtree,-3616.2374,38,7308.4748,7337.8214,7420.2572,0,8,10.035828767500004
PF00237,q5,optimizedtruetree,-4282.1904,37,8638.3809,8665.9495,8747.2217,0,8,14.929884655499999
PF00237,pogofit,optimizedtruetree,-3616.2374,38,7308.4748,7337.8213,7420.2572,0,8,10.0375642051
PF06426,q5,optimizedtruetree,-4925.7524,47,9945.5048,10021.9794,10071.1277,0,12,23.750972119999993
PF06426,q1,optimizedtruetree,-4277.8834,48,8651.7667,8732.8702,8780.0625,0,12,17.1968825814
PF06426,pogofit,inferredtree,-4158.1848,48,8412.3696,8493.4730,8540.6654,8,6,17.360308359900003
PF06426,pogofit,optimizedtruetree,-4160.1678,48,8416.3356,8497.4391,8544.6314,0,12,17.3519293594
PF06426,q4,optimizedtruetree,-4521.5888,49,9141.1777,9227.1426,9272.1463,0,12,24.018750998299996
PF06426,q1,inferredtree,-4274.3798,48,8644.7596,8725.8630,8773.0553,12,0,17.2403365973
PF06426,q2,inferredtree,-4320.6635,67,8775.3270,9008.9680,8954.4065,6,6,18.4333484782
PF06426,q3,inferredtree,-4392.5301,67,8919.0601,9152.7012,9098.1397,12,2,32.78420045739998
PF06426,q5,inferredtree,-4905.3988,47,9904.7976,9981.2722,10030.4206,20,16,22.900336290300004
PF06426,poisson,inferredtree,-4835.4508,47,9764.9017,9841.3762,9890.5246,18,22,10.7462428185
PF06426,q4,inferredtree,-4512.9677,49,9123.9355,9209.9004,9254.9041,12,4,23.6746160229
PF06426,q2,optimizedtruetree,-4321.8968,67,8777.7936,9011.4346,8956.8731,0,12,18.641488582799997
PF06426,poisson,optimizedtruetree,-4844.9845,47,9783.9691,9860.4437,9909.5920,0,12,10.920537321300001
PF06426,q3,optimizedtruetree,-4397.6879,67,8929.3759,9163.0169,9108.4554,0,12,32.3925638929
PF03734,q4,optimizedtruetree,-10754.0795,83,21674.1590,21791.3354,21949.1551,0,14,62.915469489900026
PF03734,pogofit,optimizedtruetree,-9806.9601,82,19777.9202,19891.3536,20049.6031,0,14,29.124919664199993
PF03734,pogofit,inferredtree,-9802.3083,82,19768.6165,19882.0498,20040.2994,20,16,29.488083113600002
PF03734,q1,optimizedtruetree,-10031.8479,82,20227.6959,20341.1292,20499.3788,0,14,28.358157655700005
PF03734,q5,optimizedtruetree,-11775.2948,81,23712.5896,23822.3747,23980.9592,0,14,47.611674967
PF03734,q4,inferredtree,-10737.8786,83,21641.7572,21758.9337,21916.7533,22,14,63.079719975400025
PF03734,q5,inferredtree,-11756.7093,81,23675.4186,23785.2037,23943.7883,16,22,47.4668442882
PF03734,q3,inferredtree,-10392.2565,81,20946.5131,21056.2982,21214.8828,8,10,24.8141332706
PF03734,q3,optimizedtruetree,-10395.0475,81,20952.0951,21061.8802,21220.4648,0,14,24.782608620399998
PF03734,q2,inferredtree,-10201.5781,81,20565.1562,20674.9413,20833.5258,20,22,22.255475514800004
PF03734,q1,inferredtree,-10027.1785,82,20218.3569,20331.7903,20490.0398,14,0,28.946757385599998
PF03734,q2,optimizedtruetree,-10205.2118,81,20572.4235,20682.2086,20840.7932,0,14,22.255554041700005
PF03734,poisson,inferredtree,-10956.4789,81,22074.9579,22184.7430,22343.3276,16,26,20.384662891499993
PF03734,poisson,optimizedtruetree,-10962.4657,81,22086.9313,22196.7164,22355.3010,0,14,20.464287976900003
PF02734,q5,optimizedtruetree,-23452.5589,179,47263.1179,48239.4815,47890.5722,2,28,62.1038586274
PF02734,pogofit,inferredtree,-19331.2395,180,39022.4790,40024.9405,39653.4387,40,30,46.83274267989996
PF02734,q1,optimizedtruetree,-19631.8302,181,39625.6604,40655.0979,40260.1254,2,28,50.922433099999985
PF02734,q1,inferredtree,-19613.0156,181,39588.0313,40617.4688,40222.4963,30,0,48.751247100799986
PF02734,q2,inferredtree,-19932.3510,200,40264.7020,42051.3687,40965.7683,46,36,65.7143100573
PF02734,q3,inferredtree,-20603.5634,179,41565.1267,42541.4904,42192.5811,36,40,32.0057117807
PF02734,q4,optimizedtruetree,-21161.9615,199,42721.9230,44452.3578,43419.4840,2,28,41.3379611333
PF02734,q5,inferredtree,-23387.1808,179,47132.3616,48108.7253,47759.8160,56,60,61.178965029900006
PF02734,q4,inferredtree,-21126.9580,199,42651.9160,44382.3507,43349.4769,50,56,41.1959719873
PF02734,poisson,optimizedtruetree,-22724.0784,179,45806.1567,46782.5203,46433.6110,2,28,30.364681643899996
PF02734,q2,optimizedtruetree,-19964.0246,200,40328.0492,42114.7158,41029.1155,2,28,65.16201381399999
PF02734,poisson,inferredtree,-22685.4623,179,45728.9245,46705.2882,46356.3789,40,40,30.166946203500007
PF02734,q3,optimizedtruetree,-20626.9536,179,41611.9073,42588.2709,42239.3616,2,28,31.889529536999984
PF02734,pogofit,optimizedtruetree,-19354.5010,180,39069.0019,40071.4635,39699.9616,2,28,47.21245230589999
PF01602,q4,optimizedtruetree,-35045.3498,64,70218.6996,70229.7929,70519.7037,0,4,26.330195045300005
PF01602,pogofit,optimizedtruetree,-33288.8795,64,66705.7590,66716.8523,67006.7631,0,4,28.427995807799995
PF01602,q5,optimizedtruetree,-37145.0230,64,74418.0459,74429.1393,74719.0500,0,4,42.27678012759999
PF01602,pogofit,inferredtree,-33288.8560,64,66705.7121,66716.8054,67006.7161,2,6,28.380203598999998
PF01602,q1,optimizedtruetree,-33540.6396,83,67247.2792,67266.3544,67637.6438,0,4,30.573197613200005
PF01602,q1,inferredtree,-33539.0701,83,67244.1402,67263.2154,67634.5048,4,0,30.538820693299986
PF01602,q3,inferredtree,-34231.2158,82,68626.4317,68645.0273,69012.0931,0,4,24.606516938299997
PF01602,q2,inferredtree,-33983.9060,64,68095.8120,68106.9054,68396.8161,0,4,26.36430787360001
PF01602,q4,inferredtree,-35045.3493,64,70218.6985,70229.7918,70519.7025,0,4,26.328857796
PF01602,poisson,optimizedtruetree,-37293.3258,63,74712.6516,74723.3892,75008.9524,0,4,18.318271607600003
PF01602,q5,inferredtree,-37138.6217,64,74405.2434,74416.3368,74706.2475,4,8,42.047645791
PF01602,q3,optimizedtruetree,-34231.2169,82,68626.4338,68645.0294,69012.0952,0,4,24.609397754499998
PF01602,poisson,inferredtree,-37285.5290,63,74697.0580,74707.7957,74993.3588,8,12,18.316502672499997
PF01602,q2,optimizedtruetree,-33983.9062,64,68095.8123,68106.9056,68396.8163,0,4,26.37895256069999
PF00112,poisson,optimizedtruetree,-54678.2571,305,109966.5142,113026.5142,111157.6496,0,94,54.36357312079999
PF00112,q3,optimizedtruetree,-50556.3574,325,101762.7149,106931.0075,103031.9575,0,94,103.72916464709999
PF00112,poisson,inferredtree,-54566.8212,305,109743.6425,112803.6425,110934.7778,110,112,53.90487974020002
PF00112,q5,inferredtree,-56670.5591,305,113951.1183,117011.1183,115142.2536,86,128,103.71657551320011
PF00112,q4,inferredtree,-51407.9232,305,103425.8465,106485.8465,104616.9818,72,100,76.297606473
PF00112,q2,optimizedtruetree,-48729.2411,326,98110.4822,103440.5822,99383.6301,0,94,80.39966939889997
PF00112,q2,inferredtree,-48686.5518,326,98025.1037,103355.2037,99298.2517,74,78,80.31184246959998
PF00112,q3,inferredtree,-50491.4754,325,101632.9508,106801.2435,102902.1934,78,76,102.07270986179994
PF00112,q1,inferredtree,-47809.8021,306,96231.6041,99363.0041,97426.6449,94,0,65.07357416170002
PF00112,q4,optimizedtruetree,-51461.6369,305,103533.2737,106593.2737,104724.4091,0,94,76.37623878939998
PF00112,pogofit,optimizedtruetree,-47416.3223,306,95444.6446,98576.0446,96639.6854,0,94,71.61159315209999
PF00112,q5,optimizedtruetree,-56781.5155,305,114173.0309,117233.0309,115364.1663,0,94,104.23887207349992
PF00112,q1,optimizedtruetree,-47842.8553,306,96297.7107,99429.1107,97492.7514,0,94,63.21409404450001
PF00112,pogofit,inferredtree,-47377.1933,306,95366.3866,98497.7866,96561.4273,60,74,72.0053987062
PF07703,q4,optimizedtruetree,-21231.8266,161,42785.6532,43454.4225,43346.0361,0,28,62.28837008109999
PF07703,poisson,optimizedtruetree,-22660.0134,141,45602.0267,46010.6390,46092.7968,0,28,39.41833490390001
PF07703,q3,inferredtree,-20720.4198,142,41724.8396,42143.5200,42219.0903,26,24,45.47903639660002
PF07703,q2,inferredtree,-20402.7095,161,41127.4190,41796.1883,41687.8019,22,40,65.8072334124
PF07703,q1,inferredtree,-20219.0870,142,40722.1741,41140.8545,41216.4248,28,0,51.584126087000016
PF07703,q5,optimizedtruetree,-23157.5370,142,46599.0741,47017.7545,47093.3248,0,28,91.41102816830002
PF07703,q1,optimizedtruetree,-20226.6895,142,40737.3790,41156.0594,41231.6297,0,28,50.68291769220002
PF07703,pogofit,inferredtree,-19954.2435,142,40192.4870,40611.1674,40686.7377,18,16,55.593132957199984
PF07703,q4,inferredtree,-21222.7964,161,42767.5928,43436.3621,43327.9757,22,30,63.078366628899985
PF07703,q5,inferredtree,-23134.1488,142,46552.2976,46970.9780,47046.5483,24,34,92.13003716559996
PF07703,pogofit,optimizedtruetree,-19957.3728,142,40198.7456,40617.4260,40692.9963,0,28,55.59748512759999
PF07703,q3,optimizedtruetree,-20732.1353,142,41748.2706,42166.9510,42242.5213,0,28,45.295810785899995
PF07703,poisson,inferredtree,-22645.3518,141,45572.7036,45981.3158,46063.4737,38,44,39.1925682024
PF07703,q2,optimizedtruetree,-20413.3216,161,41148.6432,41817.4124,41709.0261,0,28,65.58131596389997
PF03710,q3,optimizedtruetree,-8317.8345,61,16757.6690,16799.4591,16970.7458,0,4,12.2753599385
PF03710,q2,inferredtree,-8193.7677,62,16511.5353,16554.9353,16728.1052,4,0,25.270875233099996
PF03710,pogofit,optimizedtruetree,-7938.9592,42,15961.9183,15979.9783,16108.6269,0,4,14.4069002379
PF03710,poisson,inferredtree,-9014.8375,41,18111.6750,18128.8093,18254.8905,4,4,9.3739123903
PF03710,q3,inferredtree,-8317.6850,61,16757.3700,16799.1600,16970.4467,2,2,12.263947323299996
PF03710,q2,optimizedtruetree,-8195.9852,62,16515.9705,16559.3705,16732.5403,0,4,24.768671974100002
PF03710,q1,inferredtree,-8048.2245,62,16220.4491,16263.8491,16437.0189,4,0,15.235924710799999
PF03710,q5,inferredtree,-9429.6522,41,18941.3044,18958.4387,19084.5199,8,10,23.468689410999996
PF03710,q4,inferredtree,-8654.9630,43,17395.9261,17414.9411,17546.1277,2,2,24.6573403941
PF03710,q4,optimizedtruetree,-8655.1506,43,17396.3012,17415.3163,17546.5028,0,4,24.489177598000005
PF03710,poisson,optimizedtruetree,-9018.2838,41,18118.5676,18135.7019,18261.7831,0,4,9.3912357908
PF03710,q5,optimizedtruetree,-9433.7244,41,18949.4489,18966.5832,19092.6644,0,4,23.547455464099997
PF03710,pogofit,inferredtree,-7935.3288,42,15954.6576,15972.7176,16101.3662,4,0,14.424930513499998
PF03710,q1,optimizedtruetree,-8053.4423,62,16230.8846,16274.2846,16447.4544,0,4,15.133537242299997
