name,model,optim,logl,k,AIC,AICc,BIC,rf_pandit,rf_q1,treelength
PF00673,poisson,optimizedtruetree,-3280.0466,39,6638.0933,6680.8330,6744.4614,0,6,6.597761835900002
PF00673,q2,inferredtree,-2899.3560,60,5918.7121,6059.4813,6082.3553,4,6,8.761906701400001
PF00673,q2,optimizedtruetree,-2900.4012,60,5920.8024,6061.5717,6084.4457,0,6,8.782683903999999
PF00673,q3,inferredtree,-2949.2002,59,6016.4004,6149.9854,6177.3163,2,4,8.887556049300002
PF00673,poisson,inferredtree,-3273.5616,39,6625.1232,6667.8629,6731.4913,12,18,6.556761204199999
PF00673,q1,inferredtree,-2870.6557,41,5823.3113,5871.8184,5935.1342,6,0,9.518669701499999
PF00673,q5,inferredtree,-3347.6209,39,6773.2418,6815.9815,6879.6099,10,10,12.653801190300003
PF00673,q4,inferredtree,-3014.0339,58,6144.0679,6270.8086,6302.2564,6,6,8.868119714
PF00673,q4,optimizedtruetree,-3015.6617,58,6147.3234,6274.0642,6305.5119,0,6,8.8679405794
PF00673,pogofit,optimizedtruetree,-2764.4152,40,5608.8304,5654.3860,5717.9259,0,6,9.0136786879
PF00673,pogofit,inferredtree,-2764.4152,40,5608.8304,5654.3860,5717.9259,2,6,9.016426459399998
PF00673,q1,optimizedtruetree,-2871.2689,41,5824.5378,5873.0449,5936.3607,0,6,9.442479111499999
PF00673,q5,optimizedtruetree,-3357.3769,39,6792.7539,6835.4936,6899.1220,0,6,12.797847946399994
PF07025,pogofit,optimizedtruetree,-6235.7591,42,12555.5182,12589.9182,12681.4012,0,10,27.089613107399998
PF07025,q4,optimizedtruetree,-6709.8638,41,13501.7275,13534.2181,13624.6132,0,10,21.2600147488
PF07025,q1,inferredtree,-6313.3831,61,12748.7662,12836.7197,12931.5962,10,0,27.310415267100005
PF07025,q2,inferredtree,-6461.7274,42,13007.4549,13041.8549,13133.3378,12,2,24.659352576
PF07025,q3,inferredtree,-6491.4181,61,13104.8362,13192.7897,13287.6661,12,2,55.38429363600001
PF07025,q5,inferredtree,-7222.4863,41,14526.9725,14559.4631,14649.8582,22,16,43.849016225
PF07025,q4,inferredtree,-6706.6763,41,13495.3526,13527.8431,13618.2383,8,12,21.273321367400005
PF07025,pogofit,inferredtree,-6231.7899,42,12547.5798,12581.9798,12673.4627,10,12,27.454127540300004
PF07025,q1,optimizedtruetree,-6322.8652,61,12767.7304,12855.6839,12950.5603,0,10,26.883943269899998
PF07025,q5,optimizedtruetree,-7232.7002,41,14547.4003,14579.8909,14670.2860,0,10,43.9858638553
PF07025,poisson,optimizedtruetree,-7010.7360,41,14103.4720,14135.9625,14226.3577,0,10,14.719255836999997
PF07025,q3,optimizedtruetree,-6505.1455,61,13132.2909,13220.2444,13315.1209,0,10,53.60202031409999
PF07025,q2,optimizedtruetree,-6470.9013,42,13025.8026,13060.2026,13151.6855,0,10,24.518767202200003
PF07025,poisson,inferredtree,-6998.7309,41,14079.4619,14111.9524,14202.3476,12,16,14.470960364599998
PF01490,poisson,optimizedtruetree,-24660.7890,47,49415.5781,49424.4775,49618.5696,0,0,18.0137176329
PF01490,q3,optimizedtruetree,-22993.9593,47,46081.9186,46090.8180,46284.9101,0,0,24.827234104800002
PF01490,q2,optimizedtruetree,-22778.6879,49,45655.3758,45665.0787,45867.0052,0,0,62.9045885924
PF01490,poisson,inferredtree,-24659.4472,47,49412.8944,49421.7938,49615.8859,2,2,17.997869793399996
PF01490,q4,optimizedtruetree,-23299.2682,49,46696.5364,46706.2393,46908.1658,0,0,53.32598064200001
PF01490,pogofit,optimizedtruetree,-22238.4912,48,44572.9823,44582.2788,44780.2928,0,0,34.48662173540001
PF01490,q5,inferredtree,-24441.3359,47,48976.6718,48985.5712,49179.6633,6,6,29.547884103599994
PF01490,q4,inferredtree,-23297.1108,49,46692.2217,46701.9246,46903.8511,4,4,53.67105196529999
PF01490,q2,inferredtree,-22776.5650,49,45651.1299,45660.8329,45862.7594,4,4,62.37195359720003
PF01490,q3,inferredtree,-22993.8437,47,46081.6874,46090.5868,46284.6789,2,2,24.8130261378
PF01490,q1,optimizedtruetree,-22449.3484,67,45032.6968,45051.4073,45322.0677,0,0,42.0039370092
PF01490,pogofit,inferredtree,-22238.4905,48,44572.9811,44582.2775,44780.2915,0,0,34.5080356867
PF01490,q1,inferredtree,-22449.3460,67,45032.6921,45051.4026,45322.0630,0,0,42.061715440499995
PF01490,q5,optimizedtruetree,-24442.6478,47,48979.2956,48988.1950,49182.2871,0,0,29.513784215500003
PF04172,q2,inferredtree,-13336.6326,94,26861.2653,26996.5683,27183.2106,8,8,23.873118659800003
PF04172,poisson,optimizedtruetree,-15522.0489,73,31190.0978,31260.7121,31440.1191,0,8,16.549294071499993
PF04172,q3,inferredtree,-13652.2864,73,27450.5727,27521.1871,27700.5941,14,10,19.23843373300001
PF04172,q5,optimizedtruetree,-14818.1819,73,29782.3638,29852.9782,30032.3851,0,8,20.958249235400007
PF04172,q1,inferredtree,-13095.0959,93,26376.1917,26507.6504,26694.7121,8,0,27.384177839500005
PF04172,q1,optimizedtruetree,-13098.4357,93,26382.8715,26514.3301,26701.3918,0,8,27.226437944900002
PF04172,pogofit,inferredtree,-12877.6435,74,25903.2871,25976.3134,26156.7334,4,4,28.962399905799995
PF04172,q5,inferredtree,-14796.4423,73,29738.8847,29809.4991,29988.9060,14,16,20.894387496100002
PF04172,q4,inferredtree,-13903.6869,94,27995.3738,28130.6768,28317.3191,14,14,29.446065449600002
PF04172,q4,optimizedtruetree,-13916.8058,94,28021.6116,28156.9146,28343.5569,0,8,29.43706270270001
PF04172,pogofit,optimizedtruetree,-12878.6614,74,25905.3228,25978.3491,26158.7691,0,8,28.9130561005
PF04172,q2,optimizedtruetree,-13340.9713,94,26869.9426,27005.2456,27191.8879,0,8,23.943267183
PF04172,poisson,inferredtree,-15501.0638,73,31148.1275,31218.7419,31398.1489,18,24,16.4525059921
PF04172,q3,optimizedtruetree,-13664.3428,73,27474.6855,27545.2999,27724.7069,0,8,19.346907884199997
PF01039,pogofit,optimizedtruetree,-25703.7313,64,51535.4627,51550.3731,51819.2736,0,22,26.377763767799998
PF01039,q4,optimizedtruetree,-27866.7619,84,55901.5238,55928.0666,56274.0257,0,22,45.64827078
PF01039,q2,inferredtree,-26402.9060,84,52973.8120,53000.3547,53346.3139,20,18,30.4745626642
PF01039,q3,inferredtree,-26842.6433,84,53853.2866,53879.8294,54225.7885,24,6,61.00841442670001
PF01039,q5,optimizedtruetree,-30405.8063,63,60937.6127,60952.0384,61216.9891,0,22,37.0639394591
PF01039,q1,inferredtree,-25915.6339,64,51959.2678,51974.1782,52243.0787,22,0,30.470278044500006
PF01039,q1,optimizedtruetree,-25944.7706,64,52017.5412,52032.4516,52301.3522,0,22,30.5846822085
PF01039,pogofit,inferredtree,-25682.0466,64,51492.0933,51507.0037,51775.9043,20,18,26.448282529199997
PF01039,q5,inferredtree,-30360.7284,63,60847.4569,60861.8826,61126.8333,22,24,36.1483969805
PF01039,q4,inferredtree,-27834.5545,84,55837.1090,55863.6517,56209.6109,22,8,46.78865414100001
PF01039,q3,optimizedtruetree,-26878.9996,84,53925.9991,53952.5419,54298.5010,0,22,60.767814722100006
PF01039,poisson,optimizedtruetree,-29191.3691,63,58508.7382,58523.1639,58788.1146,0,22,13.772003045499998
PF01039,q2,optimizedtruetree,-26425.4025,84,53018.8049,53045.3477,53391.3068,0,22,30.279265557500008
PF01039,poisson,inferredtree,-29173.5037,63,58473.0073,58487.4331,58752.3837,12,22,13.688748195400002
PF00225,poisson,inferredtree,-64525.1725,181,129412.3450,129553.7270,130222.1192,54,72,48.286726552499985
PF00225,q2,optimizedtruetree,-57451.5767,202,115307.1535,115491.4501,116210.8794,0,76,136.08256139070002
PF00225,pogofit,optimizedtruetree,-56275.2744,182,112914.5487,113057.8004,113728.7968,0,76,90.61480838959994
PF00225,q3,optimizedtruetree,-60049.1769,201,120500.3539,120682.4256,121399.6059,0,76,52.55796057330001
PF00225,q5,optimizedtruetree,-68004.6380,181,136371.2760,136512.6580,137181.0502,0,76,102.04084087949997
PF00225,q5,inferredtree,-67885.0777,181,136132.1554,136273.5373,136941.9296,76,80,102.09866011200005
PF00225,q1,optimizedtruetree,-56621.8542,202,113647.7085,113832.0051,114551.4344,0,76,102.01881141950004
PF00225,pogofit,inferredtree,-56200.0607,182,112764.1214,112907.3730,113578.3695,64,46,90.48576863919999
PF00225,q4,inferredtree,-61160.1705,200,122720.3410,122900.2068,123615.1191,66,60,59.18623431400001
PF00225,q1,inferredtree,-56533.8188,202,113471.6376,113655.9342,114375.3635,76,0,106.51228413370004
PF00225,q2,inferredtree,-57351.4333,202,115106.8667,115291.1633,116010.5926,64,56,139.92467629880005
PF00225,q3,inferredtree,-59984.0920,201,120370.1840,120552.2558,121269.4360,54,52,52.534824803699955
PF00225,poisson,optimizedtruetree,-64598.1978,181,129558.3957,129699.7777,130368.1699,0,76,48.51934577690001
PF00225,q4,optimizedtruetree,-61225.4248,200,122850.8497,123030.7154,123745.6278,0,76,59.42087813270002
PF01225,q3,optimizedtruetree,-28796.6386,419,58431.2773,410391.2773,59632.7742,0,220,104.90247538970003
PF01225,q3,inferredtree,-28681.2673,419,58200.5346,410160.5346,59402.0316,206,220,104.2345161097001
PF01225,q2,inferredtree,-28106.3094,420,57052.6189,410692.6189,58256.9833,214,166,110.70981439670012
PF01225,q1,inferredtree,-27446.0946,400,55692.1891,376492.1891,56839.2029,220,0,117.54483597830009
PF01225,poisson,optimizedtruetree,-31143.0468,399,63084.0936,382284.0936,64228.2398,0,220,85.2048705868
PF01225,poisson,inferredtree,-30951.2352,399,62700.4704,381900.4704,63844.6166,208,254,83.54118975719997
PF01225,q2,optimizedtruetree,-28233.4370,420,57306.8741,410946.8741,58511.2385,0,220,111.62409062200003
PF01225,q4,inferredtree,-29751.9014,420,60343.8027,413983.8027,61548.1672,214,230,133.45408018640003
PF01225,q5,inferredtree,-32790.9537,400,66381.9075,387181.9075,67528.9212,264,272,168.64546634719994
PF01225,q4,optimizedtruetree,-29928.0447,420,60696.0894,414336.0894,61900.4538,0,220,141.98725342730006
PF01225,q1,optimizedtruetree,-27557.9143,400,55915.8285,376715.8285,57062.8423,0,220,115.21437440289992
PF01225,pogofit,inferredtree,-27056.7865,400,54913.5731,375713.5731,56060.5869,194,182,123.74195850759996
PF01225,pogofit,optimizedtruetree,-27159.5517,400,55119.1034,375919.1034,56266.1172,0,220,114.89184152529998
PF01225,q5,optimizedtruetree,-33122.9466,400,67045.8933,387845.8933,68192.9071,0,220,169.83249926429994
PF01554,poisson,optimizedtruetree,-26498.2266,133,53262.4532,53887.7865,53695.0056,0,28,48.777043434899994
PF01554,q1,optimizedtruetree,-23427.6130,153,47161.2260,48434.8476,47658.8238,0,28,85.03945469160001
PF01554,pogofit,inferredtree,-23084.8338,134,46437.6677,47083.7391,46873.4723,16,14,72.33603482280002
PF01554,q5,optimizedtruetree,-25856.0384,134,51980.0767,52626.1482,52415.8814,0,28,71.85070398559999
PF01554,q4,optimizedtruetree,-24387.7120,134,49043.4241,49689.4955,49479.2287,0,28,67.3391837413
PF01554,q2,optimizedtruetree,-23809.4955,134,47886.9910,48533.0624,48322.7956,0,28,54.39678636899996
PF01554,poisson,inferredtree,-26430.6747,133,53127.3494,53752.6828,53559.9018,46,38,48.09738872799999
PF01554,pogofit,optimizedtruetree,-23101.9322,134,46471.8643,47117.9358,46907.6690,0,28,72.68713361899997
PF01554,q1,inferredtree,-23404.0878,153,47114.1756,48387.7972,47611.7734,28,0,84.64581272329995
PF01554,q2,inferredtree,-23786.4248,134,47840.8495,48486.9209,48276.6542,24,24,53.93039962159997
PF01554,q3,inferredtree,-23972.7570,153,48251.5140,49525.1357,48749.1119,36,22,67.442030147
PF01554,q5,inferredtree,-25824.7113,134,51917.4226,52563.4940,52353.2272,42,48,71.70290571759999
PF01554,q4,inferredtree,-24359.5829,134,48987.1658,49633.2372,49422.9704,30,12,66.66899710979999
PF01554,q3,optimizedtruetree,-24004.7836,153,48315.5672,49589.1888,48813.1650,0,28,67.92570251590001
PF00275,q3,optimizedtruetree,-25553.6268,63,51233.2535,51251.4979,51499.5253,0,4,19.526709159200003
PF00275,q5,inferredtree,-28635.7583,63,57397.5166,57415.7609,57663.7884,20,20,36.520823631
PF00275,q4,inferredtree,-26322.7862,83,52811.5725,52844.6151,53162.3750,8,8,24.2067068742
PF00275,q2,inferredtree,-25275.6447,64,50679.2894,50698.1556,50949.7878,2,6,17.5416598743
PF00275,q3,inferredtree,-25551.6924,63,51229.3847,51247.6291,51495.6566,2,6,19.533356470400005
PF00275,q1,inferredtree,-24667.1732,65,49464.3463,49483.8463,49739.0712,4,0,27.60015264839999
PF00275,poisson,optimizedtruetree,-27580.8149,63,55287.6297,55305.8741,55553.9015,0,4,16.439368956099997
PF00275,q2,optimizedtruetree,-25277.4410,64,50682.8820,50701.7483,50953.3804,0,4,17.549043983000004
PF00275,poisson,inferredtree,-27545.7987,63,55217.5974,55235.8418,55483.8692,14,12,16.263955183
PF00275,q4,optimizedtruetree,-26326.8121,83,52819.6241,52852.6668,53170.4267,0,4,24.282499172400005
PF00275,pogofit,optimizedtruetree,-24378.9964,64,48885.9928,48904.8590,49156.4912,0,4,24.419612092700003
PF00275,pogofit,inferredtree,-24373.3363,64,48874.6726,48893.5388,49145.1710,12,10,24.5513073248
PF00275,q1,optimizedtruetree,-24669.4026,65,49468.8051,49488.3051,49743.5300,0,4,27.6236266469
PF00275,q5,optimizedtruetree,-28673.4555,63,57472.9111,57491.1554,57739.1829,0,4,36.7490733177
PF00355,poisson,optimizedtruetree,-30565.0354,311,61752.0708,255816.0708,62650.9694,0,94,81.9318288555
PF00355,q4,optimizedtruetree,-29368.9930,332,59401.9860,280513.9860,60361.5819,0,94,145.03350185500005
PF00355,pogofit,inferredtree,-27235.8106,312,55095.6212,250407.6212,55997.4101,100,66,104.93171567880005
PF00355,q1,optimizedtruetree,-27551.8529,313,55729.7059,252293.7059,56634.3852,0,94,122.24274861619995
PF00355,q5,optimizedtruetree,-31903.5521,311,64429.1043,258493.1043,65328.0029,0,94,222.17394297749996
PF00355,q2,inferredtree,-27834.0429,332,56332.0859,277444.0859,57291.6818,116,104,119.8471905562
PF00355,q3,inferredtree,-28303.0582,330,57266.1164,275726.1164,58219.9316,120,106,105.85863820120004
PF00355,q3,optimizedtruetree,-28348.1023,330,57356.2045,275816.2045,58310.0197,0,94,105.83625331909988
PF00355,q1,inferredtree,-27504.4438,313,55634.8877,252198.8877,56539.5669,94,0,113.13433774599997
PF00355,q5,inferredtree,-31772.2345,311,64166.4691,258230.4691,65065.3677,138,150,217.68293768649994
PF00355,pogofit,optimizedtruetree,-27284.1203,312,55192.2405,250504.2405,56094.0294,0,94,98.52083706969998
PF00355,q4,inferredtree,-29254.8670,332,59173.7340,280285.7340,60133.3299,128,114,148.78335095019992
PF00355,q2,optimizedtruetree,-27901.0084,332,56466.0169,277578.0169,57425.6128,0,94,120.54729619260003
PF00355,poisson,inferredtree,-30438.0969,311,61498.1939,255562.1939,62397.0925,152,156,80.23414765029999
PF00520,poisson,optimizedtruetree,-120207.6675,621,241657.3351,1014181.3351,244172.2195,0,176,141.7459381455
PF00520,q2,optimizedtruetree,-110529.4689,641,222340.9377,1045384.9377,224936.8169,0,176,517.4470678245999
PF00520,poisson,inferredtree,-119898.2670,621,241038.5339,1013562.5339,243553.4184,190,152,140.79278627520003
PF00520,q1,inferredtree,-108323.4995,641,217928.9990,1040972.9990,220524.8782,176,0,309.3744984925001
PF00520,q2,inferredtree,-110434.0178,641,222150.0356,1045194.0356,224745.9148,190,112,353.0497204766997
PF00520,q3,inferredtree,-112419.2941,621,226080.5882,998604.5882,228595.4727,128,130,169.82272640370007
PF00520,q5,inferredtree,-122613.3735,622,246470.7471,1021482.7471,248989.6813,184,150,296.1783486321999
PF00520,q3,optimizedtruetree,-112629.8809,621,226501.7618,999025.7618,229016.6462,0,176,170.69061311809986
PF00520,q4,inferredtree,-114396.3292,622,230036.6585,1005048.6585,232555.5927,192,120,581.1804874085003
PF00520,pogofit,optimizedtruetree,-107861.9002,622,216967.8004,991979.8004,219486.7346,0,176,288.81362439039964
PF00520,q5,optimizedtruetree,-122984.7050,622,247213.4100,1022225.4100,249732.3443,0,176,299.3685685748001
PF00520,pogofit,inferredtree,-107694.7368,622,216633.4736,991645.4736,219152.4079,166,76,284.45202810710003
PF00520,q1,optimizedtruetree,-108522.1153,641,218326.2306,1041370.2306,220922.1097,0,176,314.3748485578997
PF00520,q4,optimizedtruetree,-114837.5640,622,230919.1280,1005931.1280,233438.0622,0,176,405.58203770979986
PF02801,q5,optimizedtruetree,-43042.1422,337,86758.2844,314570.2844,87878.1388,0,164,110.0627632337999
PF02801,q1,optimizedtruetree,-36208.5128,339,73095.0257,303615.0257,74221.5261,0,164,79.45460260989991
PF02801,pogofit,inferredtree,-35667.5170,338,72011.0341,301175.0341,73134.2115,144,110,74.7667514215
PF02801,poisson,optimizedtruetree,-41369.2358,337,83412.4716,311224.4716,84532.3260,0,164,57.323560464699966
PF02801,q4,optimizedtruetree,-39137.5149,356,78987.0297,333171.0297,80170.0213,0,164,76.17067119439999
PF02801,pogofit,optimizedtruetree,-35786.6429,338,72249.2857,301413.2857,73372.4631,0,164,73.91526899450002
PF02801,poisson,inferredtree,-41164.8614,337,83003.7227,310815.7227,84123.5771,178,170,56.43932604059998
PF02801,q2,optimizedtruetree,-37025.0714,358,74766.1428,331810.1428,75955.7804,0,164,77.74345234139999
PF02801,q1,inferredtree,-36073.7951,339,72825.5901,303345.5901,73952.0905,164,0,80.16483671970002
PF02801,q2,inferredtree,-36890.7293,358,74497.4586,331541.4586,75687.0962,160,106,80.06817683879996
PF02801,q3,optimizedtruetree,-37852.3744,357,76418.7488,332030.7488,77605.0633,0,164,68.7903009744
PF02801,q3,inferredtree,-37749.6489,357,76213.2978,331825.2978,77399.6124,186,154,67.84589012370003
PF02801,q5,inferredtree,-42750.4110,337,86174.8220,313986.8220,87294.6764,188,182,109.77073531919997
PF02801,q4,inferredtree,-39002.4895,356,78716.9790,332900.9790,79899.9706,176,148,76.05186662489996
PF06480,pogofit,optimizedtruetree,-27893.2671,212,56210.5342,57691.0588,56976.5174,0,86,74.19168054660001
PF06480,q4,optimizedtruetree,-29742.8253,213,59911.6505,61431.0505,60681.2468,0,86,91.18643527860002
PF06480,q5,optimizedtruetree,-32121.7315,211,64665.4630,66108.4307,65427.8330,0,86,150.41515540849994
PF06480,q5,inferredtree,-32007.3687,211,64436.7373,65879.7051,65199.1074,88,104,151.9158100535001
PF06480,pogofit,inferredtree,-27848.1210,212,56120.2420,57600.7666,56886.2252,76,66,74.58227974550003
PF06480,q1,optimizedtruetree,-28185.0245,231,56832.0490,59384.0490,57666.6815,0,86,77.62395107019996
PF06480,q4,inferredtree,-29661.7638,213,59749.5276,61268.9276,60519.1239,82,82,88.30239634370001
PF06480,q2,inferredtree,-28567.3048,231,57596.6096,60148.6096,58431.2422,86,88,105.00065775250003
PF06480,q3,inferredtree,-29143.4526,212,58710.9052,60191.4298,59476.8884,74,98,77.69170055299996
PF06480,q1,inferredtree,-28135.4631,231,56732.9262,59284.9262,57567.5588,86,0,76.05254955100007
PF06480,q3,optimizedtruetree,-29207.3082,212,58838.6164,60319.1410,59604.5995,0,86,78.0185789842
PF06480,poisson,optimizedtruetree,-31824.7775,211,64071.5551,65514.5228,64833.9251,0,86,59.90301133149999
PF06480,q2,optimizedtruetree,-28631.4434,231,57724.8867,60276.8867,58559.5193,0,86,106.40022449889999
PF06480,poisson,inferredtree,-31695.2482,211,63812.4964,65255.4641,64574.8664,98,108,58.68196208009999
PF00581,poisson,optimizedtruetree,-12606.1284,93,25398.2568,25667.2414,25683.6649,0,44,35.25468748069999
PF00581,q4,optimizedtruetree,-12160.0051,94,24508.0103,24787.0728,24796.4873,0,44,57.5976483846
PF00581,q5,optimizedtruetree,-12817.5896,94,25823.1793,26102.2418,26111.6563,0,44,120.88136960549997
PF00581,q1,optimizedtruetree,-11598.3883,94,23384.7766,23663.8391,23673.2536,0,44,50.55236801810002
PF00581,pogofit,inferredtree,-11442.6497,94,23073.2995,23352.3620,23361.7765,44,30,54.579213128
PF00581,pogofit,optimizedtruetree,-11448.9046,94,23085.8092,23364.8717,23374.2862,0,44,57.14102977510001
PF00581,q3,optimizedtruetree,-11910.1608,94,24008.3216,24287.3841,24296.7986,0,44,71.7935696934
PF00581,q5,inferredtree,-12796.4079,94,25780.8158,26059.8783,26069.2928,36,44,117.88613115540001
PF00581,q4,inferredtree,-12137.8750,94,24463.7501,24742.8126,24752.2271,48,42,56.7621193366
PF00581,q1,inferredtree,-11578.6063,94,23345.2126,23624.2751,23633.6896,44,0,48.26020756840001
PF00581,q2,inferredtree,-11681.4705,113,23588.9410,24161.4743,23935.7272,42,40,64.22534325939999
PF00581,q3,inferredtree,-11893.6936,94,23975.3872,24254.4497,24263.8642,42,40,70.72740779239999
PF00581,q2,optimizedtruetree,-11704.9063,113,23635.8126,24208.3459,23982.5988,0,44,65.5658105499
PF00581,poisson,inferredtree,-12547.3138,93,25280.6276,25549.6122,25566.0357,52,46,34.2904996394
PF00680,q3,optimizedtruetree,-33452.8194,68,67041.6388,67056.4635,67351.3063,0,12,26.4068343724
PF00680,q4,inferredtree,-34289.9571,87,68753.9143,68778.8524,69150.1065,10,2,31.247107237400012
PF00680,poisson,inferredtree,-35199.5265,67,70533.0530,70547.4252,70838.1665,16,14,18.9194379331
PF00680,q5,inferredtree,-36752.1461,67,73638.2922,73652.6645,73943.4058,12,6,54.80866441150001
PF00680,q2,optimizedtruetree,-32867.0133,87,65908.0267,65932.9648,66304.2189,0,12,37.2544062547
PF00680,q1,inferredtree,-32367.5889,69,64873.1779,64888.4627,65187.3993,12,0,39.471508758300004
PF00680,poisson,optimizedtruetree,-35210.2391,67,70554.4782,70568.8504,70859.5917,0,12,18.9775197108
PF00680,q3,inferredtree,-33446.5647,68,67029.1295,67043.9541,67338.7969,10,2,26.399362429200004
PF00680,q2,inferredtree,-32861.4745,87,65896.9490,65921.8871,66293.1412,8,8,37.186277533100004
PF00680,q4,optimizedtruetree,-34309.2011,87,68792.4021,68817.3402,69188.5943,0,12,31.263801872900004
PF00680,q5,optimizedtruetree,-36769.4485,67,73672.8970,73687.2693,73978.0106,0,12,54.8260150519
PF00680,q1,optimizedtruetree,-32377.3518,69,64892.7035,64907.9883,65206.9249,0,12,39.191625932600004
PF00680,pogofit,inferredtree,-32115.1648,68,64366.3297,64381.1543,64675.9972,8,8,33.6142418974
PF00680,pogofit,optimizedtruetree,-32119.5561,68,64375.1123,64389.9369,64684.7798,0,12,33.64133967090001
PF01583,q2,inferredtree,-4720.4825,58,9556.9651,9620.9277,9737.4604,12,0,11.079990545100005
PF01583,q2,optimizedtruetree,-4722.9180,58,9561.8361,9625.7987,9742.3314,0,12,10.851399287999996
PF01583,q3,inferredtree,-4859.9467,39,9797.8935,9822.6554,9919.2610,14,2,13.247429940700004
PF01583,poisson,inferredtree,-5223.1604,37,10520.3208,10542.2895,10635.4643,16,14,6.713102989700001
PF01583,q1,inferredtree,-4629.6029,38,9335.2058,9358.5443,9453.4613,12,0,11.649612847699998
PF01583,q5,inferredtree,-5570.8293,37,11215.6586,11237.6273,11330.8021,2,14,14.710891289599997
PF01583,q4,inferredtree,-4993.2428,57,10100.4857,10161.7079,10277.8690,2,14,9.504332924299996
PF01583,poisson,optimizedtruetree,-5241.2549,37,10556.5098,10578.4786,10671.6534,0,12,6.827049766199999
PF01583,q3,optimizedtruetree,-4869.4114,39,9816.8229,9841.5848,9938.1904,0,12,13.1585457668
PF01583,pogofit,inferredtree,-4478.6391,38,9033.2782,9056.6168,9151.5338,6,10,10.633673284000002
PF01583,q1,optimizedtruetree,-4631.5143,38,9339.0286,9362.3672,9457.2841,0,12,11.574735297699998
PF01583,q5,optimizedtruetree,-5571.8431,37,11217.6863,11239.6550,11332.8298,0,12,14.782611133399998
PF01583,q4,optimizedtruetree,-4994.1421,57,10102.2841,10163.5063,10279.6674,0,12,9.4657250955
PF01583,pogofit,optimizedtruetree,-4479.9688,38,9035.9376,9059.2762,9154.1931,0,12,10.645877402000004
PF00117,q4,inferredtree,-45077.3354,261,90676.6709,95235.4709,91636.3036,88,90,108.08769809950007
PF00117,q5,inferredtree,-48999.9426,259,98517.8853,102726.6353,99470.1645,122,128,132.13146953579997
PF00117,pogofit,optimizedtruetree,-41821.5564,260,84163.1129,88541.1774,85119.0689,0,96,71.81593225409999
PF00117,q1,inferredtree,-42064.9689,261,84651.9378,89210.7378,85611.5706,96,0,81.55712228290002
PF00117,q3,optimizedtruetree,-43811.7085,280,88183.4170,102488.8715,89212.9081,0,96,127.39029844089997
PF00117,q3,inferredtree,-43720.9981,280,88001.9962,102307.4508,89031.4873,106,116,127.31560773829997
PF00117,q2,inferredtree,-43050.0742,261,86622.1483,91180.9483,87581.7811,104,88,67.1103299436
PF00117,q2,optimizedtruetree,-43137.6183,261,86797.2366,91356.0366,87756.8694,0,96,69.50634575420003
PF00117,poisson,inferredtree,-47238.9367,259,94995.8734,99204.6234,95948.1527,108,104,58.699442144100026
PF00117,q4,optimizedtruetree,-45162.7958,261,90847.5917,95406.3917,91807.2244,0,96,106.66952711220003
PF00117,poisson,optimizedtruetree,-47398.9308,259,95315.8617,99524.6117,96268.1409,0,96,59.33134335809999
PF00117,q5,optimizedtruetree,-49196.8656,259,98911.7311,103120.4811,99864.0104,0,96,133.45086339850002
PF00117,pogofit,inferredtree,-41752.7153,260,84025.4305,88403.4950,84981.3865,102,72,69.71160897819996
PF00117,q1,optimizedtruetree,-42141.7820,261,84805.5640,89364.3640,85765.1968,0,96,82.20057806889997
PF00487,pogofit,optimizedtruetree,-41041.9733,216,82515.9466,83345.5395,83336.5506,0,76,77.3208570376
PF00487,q3,optimizedtruetree,-43064.7698,216,86561.5396,87391.1326,87382.1437,0,76,77.16213634830004
PF00487,poisson,inferredtree,-45770.8180,215,91971.6361,92786.3729,92788.4410,84,78,50.38212150590001
PF00487,q2,optimizedtruetree,-42333.6266,236,85139.2532,86342.0920,86035.8391,0,76,80.99475330590009
PF00487,q4,optimizedtruetree,-43638.1572,235,87746.3144,88926.3144,88639.1012,0,76,78.1947777037
PF00487,q5,inferredtree,-46999.0713,215,94428.1426,95242.8794,95244.9475,52,70,78.57903000200005
PF00487,q4,inferredtree,-43577.1449,235,87624.2897,88804.2897,88517.0765,56,44,77.6651856932
PF00487,poisson,optimizedtruetree,-45894.4828,215,92218.9656,93033.7024,93035.7705,0,76,50.95233479109999
PF00487,q1,inferredtree,-41622.2061,236,83716.4122,84919.2509,84612.9981,76,0,84.20587655479999
PF00487,q2,inferredtree,-42276.0889,236,85024.1778,86227.0165,85920.7637,66,56,80.91224538670002
PF00487,q3,inferredtree,-42996.5565,216,86425.1129,87254.7058,87245.7169,80,56,80.02496858839993
PF00487,pogofit,inferredtree,-41001.5320,216,82435.0639,83264.6568,83255.6679,50,56,78.41125760119996
PF00487,q1,optimizedtruetree,-41681.9734,236,83835.9468,85038.7855,84732.5327,0,76,84.95717398779995
PF00487,q5,optimizedtruetree,-47085.1242,215,94600.2485,95414.9853,95417.0534,0,76,79.11612662540001
PF03358,pogofit,optimizedtruetree,-7804.0350,40,15688.0701,15707.4784,15821.9544,0,2,20.386764807399995
PF03358,q1,optimizedtruetree,-7971.7765,41,16025.5530,16046.0530,16162.7844,0,2,18.8437585076
PF03358,pogofit,inferredtree,-7804.0349,40,15688.0698,15707.4781,15821.9541,0,2,20.3873311464
PF03358,q4,inferredtree,-8282.3247,58,16680.6493,16725.9738,16874.7816,4,6,27.741681194299993
