name,tree,rep,model,logl,k,AIC,AICc,BIC,rf_true,treelength
Gal4,opisthokonta,19,q2,-5275.6975,137,10825.3950,48637.3950,11121.1620,84,18.46677944240001
Gal4,opisthokonta,19,q3,-5332.5442,138,10941.0884,49305.0884,11239.0142,84,32.88540777709999
Gal4,opisthokonta,19,q4,-5409.9117,156,11131.8235,60115.8235,11468.6092,82,19.612262310300004
Gal4,opisthokonta,19,q5,-5970.8312,137,12215.6625,50027.6625,12511.4294,90,26.033943044699992
Gal4,prum,19,poisson,-2432.3021,351,5566.6041,252670.6041,6324.3721,294,4.911678280099999
Gal4,prum,19,q1,-2215.9067,352,5135.8134,253647.8134,5895.7403,296,5.384559289500002
Gal4,prum,19,q2,-2311.1272,352,5326.2545,253838.2545,6086.1813,286,5.246910501300005
Gal4,prum,19,q3,-2372.1602,353,5450.3205,255374.3205,6212.4062,294,8.148391822800004
Gal4,prum,19,q4,-2428.9104,352,5561.8208,254073.8208,6321.7477,298,5.341644809899997
Gal4,prum,19,q5,-2640.6373,370,6021.2746,280561.2746,6820.0613,298,5.398023915800001
Gal4,ruhfel,19,poisson,-7684.3606,579,16526.7213,688166.7213,17776.7146,460,19.59870143589999
Gal4,ruhfel,19,q1,-6820.0681,580,14800.1363,688760.1363,16052.2885,456,19.585182121499997
Gal4,ruhfel,19,q2,-7197.1058,581,15556.2116,691840.2116,16810.5226,472,25.07467274380002
Gal4,ruhfel,19,q3,-7372.1316,579,15902.2631,687542.2631,17152.2564,470,20.660547465199986
Gal4,ruhfel,19,q4,-7485.3795,599,16168.7591,734968.7591,17461.9301,450,20.984034936799976
Gal4,ruhfel,19,q5,-8187.0654,579,17532.1308,689172.1308,18782.1241,472,31.04323284610001
Gal4,salichos,19,poisson,-2208.8485,43,4503.6969,4692.8969,4596.5289,20,6.822913282099997
Gal4,salichos,19,q1,-2064.1103,44,4216.2206,4424.6416,4311.2114,20,9.7034114414
Gal4,salichos,19,q2,-2082.9558,64,4293.9116,12613.9116,4432.0801,20,10.7456869163
Gal4,salichos,19,q3,-2120.5101,64,4369.0202,12689.0202,4507.1887,20,10.048764803200001
Gal4,salichos,19,q4,-2162.1175,63,4450.2351,12514.2351,4586.2447,20,9.757878823699997
Gal4,salichos,19,q5,-2409.3744,43,4904.7488,5093.9488,4997.5808,18,12.678207723600003
Gal4,rayfinned,19,poisson,-4220.4743,517,9474.9486,545086.9486,10591.0911,388,9.022859624400011
Gal4,rayfinned,19,q1,-3748.2149,518,8532.4298,546216.4298,9650.7312,392,12.465555703999998
Gal4,rayfinned,19,q2,-3915.5120,518,8867.0240,546551.0240,9985.3254,384,13.390074688899993
Gal4,rayfinned,19,q3,-3953.1425,538,8982.2851,588946.2851,10143.7642,388,13.866353229000007
Gal4,rayfinned,19,q4,-4068.7956,518,9173.5913,546857.5913,10291.8927,388,10.234335556900001
Gal4,rayfinned,19,q5,-4300.5991,537,9675.1982,587487.1982,10834.5184,382,9.747447592299999
Gal4,spiralia,19,poisson,-3119.7095,201,6641.4189,87845.4189,7075.3544,124,7.182696190900005
Gal4,spiralia,19,q1,-2804.6718,203,6015.3436,88839.3436,6453.5969,118,8.8179659977
Gal4,spiralia,19,q2,-2864.6263,222,6173.2525,105185.2525,6652.5246,120,11.323711496699998
Gal4,spiralia,19,q3,-2951.1956,203,6308.3912,89132.3912,6746.6445,120,13.246415404699999
Gal4,spiralia,19,q4,-3001.9866,220,6443.9731,103683.9731,6918.9274,118,7.272336378000003
Gal4,spiralia,19,q5,-3405.4066,201,7212.8133,88416.8133,7646.7488,124,10.086290996299999
Gal4,andersen,20,poisson,-2513.4383,295,5616.8765,180256.8765,6253.7470,270,5.765430160300002
Gal4,andersen,20,q1,-2295.2950,296,5182.5900,181006.5900,5821.6194,272,6.476491842200002
Gal4,andersen,20,q2,-2384.5429,296,5361.0859,181185.0859,6000.1152,278,7.359620174000004
Gal4,andersen,20,q3,-2370.0544,316,5372.1089,205716.1089,6054.3159,256,7.052883361300005
Gal4,andersen,20,q4,-2418.8999,315,5467.7998,204547.7998,6147.8480,264,12.463557565499995
Gal4,andersen,20,q5,-2714.0019,295,6018.0039,180658.0039,6654.8744,280,8.184736246100003
Gal4,dosreis,20,poisson,-6200.0921,515,13430.1842,544910.1842,14542.0090,288,14.323887942100004
Gal4,dosreis,20,q1,-5459.6045,516,11951.2090,545495.2090,13065.1927,276,15.557676035000007
Gal4,dosreis,20,q2,-5752.1583,516,12536.3167,546080.3167,13650.3004,294,14.34182092880002
Gal4,dosreis,20,q3,-5847.8882,535,12765.7764,586285.7764,13920.7789,304,12.922868043399994
Gal4,dosreis,20,q4,-5981.5334,535,13033.0668,586553.0668,14188.0692,294,14.912073424899999
Gal4,dosreis,20,q5,-6662.2859,515,14354.5718,545834.5718,15466.3965,304,19.773406491899983
Gal4,greenalga,20,poisson,-1012.4367,43,2110.8734,2300.0734,2203.7053,10,2.1614634013
Gal4,greenalga,20,q1,-961.7632,44,2011.5263,2219.9474,2106.5172,8,2.495237002799999
Gal4,greenalga,20,q2,-1001.4721,43,2088.9441,2278.1441,2181.7761,12,2.5406144077999997
Gal4,greenalga,20,q3,-976.7338,63,2079.4676,10143.4676,2215.4772,8,2.3606834186999994
Gal4,greenalga,20,q4,-991.4274,63,2108.8548,10172.8548,2244.8644,14,2.6216411399000004
Gal4,greenalga,20,q5,-1102.6710,43,2291.3420,2480.5420,2384.1740,12,3.458579481600001
Gal4,opisthokonta,20,poisson,-5864.4981,137,12002.9961,49814.9961,12298.7631,74,17.8980559529
Gal4,opisthokonta,20,q1,-5283.9882,138,10843.9764,49207.9764,11141.9023,64,17.5015059288
Gal4,opisthokonta,20,q2,-5469.9359,138,11215.8718,49579.8718,11513.7977,72,31.1321247084
Gal4,opisthokonta,20,q3,-5574.3473,158,11464.6945,61708.6945,11805.7980,74,40.752355300400026
Gal4,opisthokonta,20,q4,-5695.2369,157,11704.4738,61316.4738,12043.4185,76,21.484681529800003
Gal4,opisthokonta,20,q5,-6174.7185,137,12623.4370,50435.4370,12919.2040,74,28.14905964069999
Gal4,prum,20,poisson,-3007.7015,379,6773.4030,294813.4030,7591.6197,264,6.162656989800005
Gal4,prum,20,q1,-2769.0951,380,6298.1903,295858.1903,7118.5658,264,6.573645163899999
Gal4,prum,20,q2,-2865.6090,380,6491.2180,296051.2180,7311.5936,276,7.464235529400003
Gal4,prum,20,q3,-2876.0023,400,6552.0047,327352.0047,7415.5579,260,7.582554125399998
Gal4,prum,20,q4,-2954.1626,400,6708.3253,327508.3253,7571.8785,266,7.178194300599998
Gal4,prum,20,q5,-3337.6053,379,7433.2107,295473.2107,8251.4274,266,7.605822119100005
Gal4,ruhfel,20,poisson,-8385.1181,585,17940.2362,703560.2362,19203.1828,446,21.978602920799975
Gal4,ruhfel,20,q1,-7532.0830,586,16236.1660,704200.1660,17501.2714,438,20.1200588505
Gal4,ruhfel,20,q2,-7837.2989,585,16844.5979,702464.5979,18107.5445,434,22.127855202700008
Gal4,ruhfel,20,q3,-7907.2876,604,17022.5753,747862.5753,18326.5407,466,22.855497088400025
Gal4,ruhfel,20,q4,-8055.0567,604,17318.1134,748158.1134,18622.0788,448,24.323215167900003
Gal4,ruhfel,20,q5,-8596.2545,604,18400.5090,749240.5090,19704.4744,452,28.85103550609999
Gal4,salichos,20,poisson,-1952.7042,43,3991.4083,4180.6083,4084.2403,16,5.668105936999999
Gal4,salichos,20,q1,-1771.4989,44,3630.9978,3839.4189,3725.9887,20,8.6370440531
Gal4,salichos,20,q2,-1787.2681,63,3700.5361,11764.5361,3836.5458,16,6.503072706299999
Gal4,salichos,20,q3,-1830.4291,62,3784.8582,11596.8582,3918.7090,16,6.2263842591000005
Gal4,salichos,20,q4,-1911.0418,44,3910.0835,4118.5046,4005.0744,22,15.534537494299995
Gal4,salichos,20,q5,-2137.5214,43,4361.0429,4550.2429,4453.8748,16,8.754457146599998
Gal4,rayfinned,20,poisson,-4834.1245,533,10734.2490,579978.2490,11884.9337,392,10.626148170900013
Gal4,rayfinned,20,q1,-4407.5287,534,9883.0574,581263.0574,11035.9010,394,20.51186232969999
Gal4,rayfinned,20,q2,-4556.7974,534,10181.5949,581561.5949,11334.4384,396,20.820730163199983
Gal4,rayfinned,20,q3,-4687.5794,534,10443.1587,581823.1587,11596.0023,400,24.364466208799964
Gal4,rayfinned,20,q4,-4752.3353,553,10610.6707,623334.6707,11804.5330,400,10.757742539699997
Gal4,rayfinned,20,q5,-5235.1921,534,11538.3842,582918.3842,12691.2278,408,14.534460409900001
Gal4,spiralia,20,poisson,-3635.3430,203,7676.6860,90500.6860,8114.9393,134,8.723715452999999
Gal4,spiralia,20,q1,-3235.9213,205,6881.8426,91341.8426,7324.4136,132,9.890440139
Gal4,spiralia,20,q2,-3342.2780,205,7094.5560,91554.5560,7537.1270,124,11.433462162200003
Gal4,spiralia,20,q3,-3360.0178,224,7168.0356,107968.0356,7651.6254,136,13.392368076299993
Gal4,spiralia,20,q4,-3432.4011,223,7310.8022,107214.8022,7792.2331,132,15.201659341500006
Gal4,spiralia,20,q5,-3894.6790,203,8195.3579,91019.3579,8633.6112,130,11.626643082900006
HA,andersen,1,poisson,-29648.5926,349,59995.1852,61136.7740,61508.1191,80,7.922641569099995
HA,andersen,1,q1,-27360.5857,369,55459.1714,56866.6972,57058.8065,78,8.9010595654
HA,andersen,1,q2,-28069.5148,369,56877.0296,58284.5554,58476.6646,80,8.0977009616
HA,andersen,1,q3,-28470.2944,351,57642.5888,58808.1737,59164.1929,84,10.3093429875
HA,andersen,1,q4,-29162.1007,351,59026.2014,60191.7863,60547.8055,86,12.389287420400004
HA,andersen,1,q5,-32451.8326,349,65601.6653,66743.2540,67114.5992,80,10.734863902699999
HA,dosreis,1,poisson,-69154.2965,545,139398.5931,172461.9264,141761.1977,26,18.252622514300004
HA,dosreis,1,q1,-62317.4248,546,125726.8495,160863.5554,128093.7891,30,20.334202977600015
HA,dosreis,1,q2,-64271.7530,546,129635.5061,164772.2120,132002.4457,26,27.379186261300024
HA,dosreis,1,q3,-65849.7568,545,132789.5135,165852.8469,135152.1181,28,18.754051685899988
HA,dosreis,1,q4,-66517.7660,564,134163.5320,771483.5320,136608.5026,28,18.91758484080003
HA,dosreis,1,q5,-75303.3808,546,151698.7616,186835.4675,154065.7012,42,22.95404233770002
HA,greenalga,1,poisson,-11671.3606,43,23428.7213,23435.9982,23615.1286,0,3.1143855760000005
HA,greenalga,1,q1,-10771.6584,44,21631.3167,21638.9468,21822.0591,0,3.412567207399999
HA,greenalga,1,q2,-10984.8884,44,22057.7768,22065.4068,22248.5192,0,3.589183074
HA,greenalga,1,q3,-11185.0348,44,22458.0696,22465.6997,22648.8120,0,3.5297162132000013
HA,greenalga,1,q4,-11444.7352,45,22979.4705,22987.4627,23174.5479,0,4.5849006278
HA,greenalga,1,q5,-12767.7383,43,25621.4766,25628.7536,25807.8840,0,4.2342940262000015
HA,opisthokonta,1,poisson,-59282.8378,137,118839.6755,118928.4361,119433.5779,12,22.215031601700005
HA,opisthokonta,1,q1,-53792.6214,158,107901.2428,108025.3021,108586.1814,12,25.51273625939999
HA,opisthokonta,1,q2,-55331.5964,157,110977.1928,111099.3899,111657.7963,8,31.367357636399994
HA,opisthokonta,1,q3,-56138.1937,138,112552.3874,112642.6556,113150.6249,18,29.4940169445
HA,opisthokonta,1,q4,-57180.6106,137,114635.2212,114723.9817,115229.1236,6,27.083303748900004
HA,opisthokonta,1,q5,-64463.2996,137,129200.5991,129289.3597,129794.5015,20,35.56385191570001
HA,prum,1,poisson,-31353.1913,397,63500.3827,65404.0694,65221.3992,68,7.2037838272
HA,prum,1,q1,-28411.3240,398,57618.6479,59543.5207,59343.9995,70,8.159235237900013
HA,prum,1,q2,-28971.1534,417,58776.3069,61164.0603,60584.0245,82,9.523357211999993
HA,prum,1,q3,-29773.4800,416,60378.9601,62739.1234,62182.3427,82,7.270115073299998
HA,prum,1,q4,-30244.6574,416,61321.3148,63681.4780,63124.6973,82,7.400785069399996
HA,prum,1,q5,-34239.3948,397,69272.7896,71176.4764,70993.8062,82,8.70831604189999
HA,ruhfel,1,poisson,-92081.7683,707,185577.5366,1186689.5366,188642.4199,106,28.51044225420001
HA,ruhfel,1,q1,-84336.2533,727,170126.5066,1228638.5066,173278.0910,112,31.528336901000003
HA,ruhfel,1,q2,-86823.5006,708,175063.0012,1179007.0012,178132.2196,114,30.66734349869999
HA,ruhfel,1,q3,-88277.9362,707,177969.8724,1179081.8724,181034.7558,106,29.024543304499996
HA,ruhfel,1,q4,-89588.0048,708,180592.0097,1184536.0097,183661.2281,122,46.13598888790001
HA,ruhfel,1,q5,-101060.4339,707,203534.8678,1204646.8678,206599.7512,116,42.18204938699996
HA,salichos,1,poisson,-21755.9546,43,43597.9091,43605.1860,43784.3165,6,8.2815880208
HA,salichos,1,q1,-20366.8053,63,40859.6106,40875.7386,41132.7190,2,10.257327005600002
HA,salichos,1,q2,-20717.5104,44,41523.0208,41530.6508,41713.7632,4,10.393006365700002
HA,salichos,1,q3,-21018.3023,63,42162.6046,42178.7326,42435.7130,2,11.552409347600001
HA,salichos,1,q4,-21486.2207,63,43098.4413,43114.5693,43371.5498,4,17.402011667100002
HA,salichos,1,q5,-23717.6110,43,47521.2219,47528.4988,47707.6292,4,14.662841642400002
HA,rayfinned,1,poisson,-52844.9783,607,106903.9566,845015.9566,109535.3345,80,13.008250370699992
HA,rayfinned,1,q1,-48042.5029,608,97301.0057,837845.0057,99936.7187,68,15.314990663600003
HA,rayfinned,1,q2,-49535.2293,627,100324.4586,887836.4586,103042.5376,72,17.478011106500002
HA,rayfinned,1,q3,-50107.9042,627,101469.8084,888981.8084,104187.8874,72,13.395921350199997
HA,rayfinned,1,q4,-51402.3524,609,104022.7047,847002.7047,106662.7528,74,19.27031404189999
HA,rayfinned,1,q5,-58027.2659,607,117268.5319,855380.5319,119899.9098,78,16.051064238600013
HA,spiralia,1,poisson,-37442.3203,203,75290.6405,75520.7072,76170.6565,16,10.494210572699997
HA,spiralia,1,q1,-33824.6155,205,68059.2310,68295.1528,68947.9172,16,13.298524888199998
HA,spiralia,1,q2,-34807.5655,204,70023.1309,70256.1114,70907.4820,16,16.402627498499992
HA,spiralia,1,q3,-35372.7063,222,71189.4126,71479.7704,72151.7947,14,11.105357274099994
HA,spiralia,1,q4,-36220.1886,203,72846.3772,73076.4439,73726.3932,16,10.99541506020001
HA,spiralia,1,q5,-41073.4003,203,82552.8005,82782.8672,83432.8166,14,14.0876013267
HA,andersen,2,poisson,-30119.2197,351,60940.4394,62106.0243,62462.0435,74,8.076168651899998
HA,andersen,2,q1,-27606.7410,352,55917.4820,57095.2640,57443.4211,76,9.194802103399992
HA,andersen,2,q2,-28399.2928,352,57502.5856,58680.3676,59028.5247,72,10.164558584300002
HA,andersen,2,q3,-28859.1050,352,58422.2101,59599.9920,59948.1491,74,10.295140099999992
HA,andersen,2,q4,-29359.2731,351,59420.5462,60586.1311,60942.1502,70,8.637752763099998
HA,andersen,2,q5,-32595.1750,351,65892.3501,67057.9350,67413.9541,88,11.276107863400002
HA,dosreis,2,poisson,-70553.9148,545,142197.8296,175261.1630,144560.4342,28,18.739164313899984
HA,dosreis,2,q1,-63993.9591,546,129079.9183,164216.6241,131446.8579,30,20.36478054450001
HA,dosreis,2,q2,-66075.8996,546,133243.7991,168380.5050,135610.7388,22,23.971186885900018
HA,dosreis,2,q3,-67092.7875,564,135313.5749,772633.5749,137758.5455,24,19.109770220100028
HA,dosreis,2,q4,-68524.5262,547,138143.0524,175612.5524,140514.3271,26,28.097341548299994
HA,dosreis,2,q5,-77201.3542,545,155492.7085,188556.0418,157855.3130,30,23.070927573499983
HA,greenalga,2,poisson,-11441.7845,43,22969.5691,22976.8460,23155.9764,2,2.992361231499999
HA,greenalga,2,q1,-10432.8804,63,20991.7608,21007.8888,21264.8692,2,3.2498047052
HA,greenalga,2,q2,-10725.5896,44,21539.1792,21546.8092,21729.9216,2,3.117111192600001
HA,greenalga,2,q3,-10801.4735,63,21728.9469,21745.0749,22002.0554,2,3.2500223911999995
HA,greenalga,2,q4,-11133.9960,44,22355.9920,22363.6221,22546.7344,2,3.1453199686
HA,greenalga,2,q5,-12398.6968,43,24883.3936,24890.6705,25069.8009,2,4.161363931699999
HA,opisthokonta,2,poisson,-59398.1856,137,119070.3713,119159.1318,119664.2737,6,22.17828937210001
HA,opisthokonta,2,q1,-54300.4012,157,108914.8023,109036.9994,109595.4059,2,24.987940751300002
HA,opisthokonta,2,q2,-55904.1021,138,112084.2043,112174.4725,112682.4418,4,23.882355846000003
HA,opisthokonta,2,q3,-56722.2961,158,113760.5922,113884.6515,114445.5308,4,29.559533756000004
HA,opisthokonta,2,q4,-58077.5272,137,116429.0543,116517.8149,117022.9567,4,25.239687407199995
HA,opisthokonta,2,q5,-65079.0485,138,130434.0971,130524.3653,131032.3346,8,36.1358735917
HA,prum,2,poisson,-31000.6538,397,62795.3076,64698.9944,64516.3242,68,7.072797391399997
HA,prum,2,q1,-28129.5225,398,57055.0451,58979.9178,58780.3967,64,7.597938151499999
HA,prum,2,q2,-28899.3220,398,58594.6440,60519.5168,60319.9956,66,8.951286937300003
HA,prum,2,q3,-29397.4796,399,59592.9592,61539.3007,61322.6459,72,7.993828835800006
HA,prum,2,q4,-29930.0326,416,60692.0651,63052.2284,62495.4477,64,7.261032538300004
HA,prum,2,q5,-33565.5640,397,67925.1281,69828.8148,69646.1446,68,8.527715465299995
HA,ruhfel,2,poisson,-92557.1120,697,186508.2241,1159520.2241,189529.7569,126,28.948709501999986
HA,ruhfel,2,q1,-84498.0190,717,170430.0381,1200042.0381,173538.2720,118,32.14313245320002
HA,ruhfel,2,q2,-87088.0670,717,175610.1341,1205222.1341,178718.3680,120,38.117282439300006
HA,ruhfel,2,q3,-88287.2789,697,177968.5577,1150980.5577,180990.0906,124,30.30685358969999
HA,ruhfel,2,q4,-90654.8349,698,182705.6698,1158509.6698,185731.5376,118,45.77780523490001
HA,ruhfel,2,q5,-101500.7452,697,204395.4904,1177407.4904,207417.0232,132,42.50907121779999
HA,salichos,2,poisson,-21648.7135,43,43383.4269,43390.7039,43569.8343,8,8.220302883699997
HA,salichos,2,q1,-20059.6958,64,40247.3915,40264.0649,40524.8350,4,10.5626570878
HA,salichos,2,q2,-20429.0450,64,40986.0900,41002.7633,41263.5334,4,12.774556681100002
HA,salichos,2,q3,-20687.7041,62,41499.4083,41515.0011,41768.1816,6,9.1221408413
HA,salichos,2,q4,-21311.2815,43,42708.5630,42715.8399,42894.9703,4,9.231604131200003
HA,salichos,2,q5,-23513.2626,43,47112.5253,47119.8022,47298.9326,10,15.092882874799999
HA,rayfinned,2,poisson,-53422.4475,605,108054.8950,841314.8950,110677.6028,72,13.194753459400005
HA,rayfinned,2,q1,-48752.5255,625,98755.0510,881255.0510,101464.4599,74,15.398429369800004
HA,rayfinned,2,q2,-50325.9542,625,101901.9083,884401.9083,104611.3172,78,16.215819512300005
HA,rayfinned,2,q3,-51015.6011,605,103241.2022,836501.2022,105863.9100,72,13.313942749399983
HA,rayfinned,2,q4,-51881.9617,605,104973.9233,838233.9233,107596.6311,68,13.199695801800003
HA,rayfinned,2,q5,-59071.7105,605,119353.4209,852613.4209,121976.1287,88,16.306951960800003
HA,spiralia,2,poisson,-39001.9159,203,78409.8319,78639.8985,79289.8479,8,10.939155933700006
HA,spiralia,2,q1,-35075.5224,223,70597.0448,70890.8801,71563.7619,6,13.396063161900003
HA,spiralia,2,q2,-36406.2163,223,73258.4326,73552.2679,74225.1497,8,17.8476292745
HA,spiralia,2,q3,-36881.9115,222,74207.8229,74498.1807,75170.2050,4,11.274525235300011
HA,spiralia,2,q4,-37634.2084,222,75712.4168,76002.7745,76674.7988,8,11.838418141599998
HA,spiralia,2,q5,-43002.6568,203,86411.3137,86641.3804,87291.3297,10,14.2832612042
HA,andersen,3,poisson,-30676.6053,353,62059.2106,63249.3249,63589.4847,62,8.179274221300007
HA,andersen,3,q1,-28131.2219,374,57010.4439,58494.5709,58631.7542,64,8.9034011361
HA,andersen,3,q2,-28880.3316,354,58468.6631,59671.2469,60003.2723,70,8.323625209099992
HA,andersen,3,q3,-29319.3703,354,59346.7405,60549.3243,60881.3497,72,8.491459144899997
HA,andersen,3,q4,-29838.2133,354,60384.4266,61587.0104,61919.0358,66,12.223488931299995
HA,andersen,3,q5,-33243.8465,353,67193.6931,68383.8074,68723.9672,76,11.359036631699995
HA,dosreis,3,poisson,-67611.7323,545,136313.4646,169376.7979,138676.0692,26,17.841049300699993
HA,dosreis,3,q1,-61617.1792,546,124326.3584,159463.0643,126693.2980,20,19.80948411710001
HA,dosreis,3,q2,-63472.6618,546,128037.3237,163174.0296,130404.2633,20,24.554006887699995
HA,dosreis,3,q3,-64459.5840,564,130047.1679,767367.1679,132492.1385,18,18.225770301999994
HA,dosreis,3,q4,-66004.7849,564,133137.5698,770457.5698,135582.5404,22,18.819355737500008
HA,dosreis,3,q5,-75695.3971,545,152480.7943,185544.1276,154843.3988,24,22.50811270169999
HA,greenalga,3,poisson,-11704.3414,43,23494.6829,23501.9598,23681.0902,0,3.1338574902999996
HA,greenalga,3,q1,-10738.4139,63,21602.8277,21618.9557,21875.9362,0,3.4494498864000005
HA,greenalga,3,q2,-10964.0006,63,22054.0012,22070.1292,22327.1096,0,3.2282191093
HA,greenalga,3,q3,-11133.3441,64,22394.6883,22411.3616,22672.1317,0,3.4846672201
HA,greenalga,3,q4,-11444.0892,62,23012.1785,23027.7713,23280.9518,0,3.3896607634999993
HA,greenalga,3,q5,-12848.3104,43,25782.6209,25789.8978,25969.0282,0,4.616322282100001
HA,opisthokonta,3,poisson,-59985.3728,137,120244.7457,120333.5062,120838.6481,2,22.40863258529999
HA,opisthokonta,3,q1,-54928.3220,157,110170.6440,110292.8411,110851.2476,2,26.218074862800012
HA,opisthokonta,3,q2,-56276.1855,157,112866.3710,112988.5680,113546.9745,2,32.4211656977
HA,opisthokonta,3,q3,-57411.1699,138,115098.3398,115188.6081,115696.5773,2,23.213920860799995
HA,opisthokonta,3,q4,-58562.2976,139,117402.5952,117494.3876,118005.1677,2,43.889051519400006
HA,opisthokonta,3,q5,-65408.3293,137,131090.6587,131179.4193,131684.5611,6,37.71463483809998
HA,prum,3,poisson,-31528.5024,397,63851.0048,65754.6916,65572.0214,72,7.2416206298000025
HA,prum,3,q1,-28925.4914,398,58646.9828,60571.8555,60372.3344,76,8.259388097399999
HA,prum,3,q2,-29684.2840,399,60166.5679,62112.9094,61896.2546,80,10.916298113800009
HA,prum,3,q3,-30203.8010,417,61241.6019,63629.3553,63049.3195,76,8.523322838999993
HA,prum,3,q4,-30790.9332,417,62415.8665,64803.6199,64223.5841,74,7.508656362599998
HA,prum,3,q5,-34775.4125,397,70344.8249,72248.5117,72065.8415,92,8.741947370500004
HA,ruhfel,3,poisson,-91530.6148,697,184455.2297,1157467.2297,187476.7625,94,28.536728915700003
HA,ruhfel,3,q1,-83226.2167,717,167886.4333,1197498.4333,170994.6672,94,29.184253854900007
HA,ruhfel,3,q2,-86039.0825,717,173512.1650,1203124.1650,176620.3989,98,29.3150531155
HA,ruhfel,3,q3,-87231.1514,697,175856.3029,1148868.3029,178877.8357,106,30.6257997911
HA,ruhfel,3,q4,-89095.3385,698,179586.6770,1155390.6770,182612.5448,94,44.34452501300001
HA,ruhfel,3,q5,-100661.4171,697,202716.8342,1175728.8342,205738.3670,110,42.76972273269996
HA,salichos,3,poisson,-22203.6222,43,44493.2445,44500.5214,44679.6518,10,8.722224293000002
HA,salichos,3,q1,-20665.3754,63,41456.7508,41472.8788,41729.8592,4,10.846082227999998
HA,salichos,3,q2,-21081.3398,45,42252.6797,42260.6719,42447.7571,6,9.9745094486
HA,salichos,3,q3,-21308.3495,63,42742.6991,42758.8271,43015.8075,10,10.318419253299998
HA,salichos,3,q4,-21841.6953,62,43807.3905,43822.9833,44076.1639,8,12.135233196000003
HA,salichos,3,q5,-24133.3267,43,48352.6535,48359.9304,48539.0608,6,16.8039335787
HA,rayfinned,3,poisson,-54179.8876,607,109573.7752,847685.7752,112205.1531,82,13.417250006100012
HA,rayfinned,3,q1,-48856.6331,627,98967.2663,886479.2663,101685.3453,84,15.554675011599995
HA,rayfinned,3,q2,-50396.0196,608,102008.0393,842552.0393,104643.7522,82,17.61973703999999
HA,rayfinned,3,q3,-51196.2639,626,103644.5278,888648.5278,106358.2717,84,13.800881606199997
HA,rayfinned,3,q4,-52203.4092,607,105620.8184,843732.8184,108252.1963,90,13.424318214300007
HA,rayfinned,3,q5,-58602.1481,607,118418.2962,856530.2962,121049.6741,106,16.709103780400017
HA,spiralia,3,poisson,-39157.8733,203,78721.7465,78951.8132,79601.7625,10,11.122546658200003
HA,spiralia,3,q1,-35586.9702,223,71619.9403,71913.7756,72586.6574,10,13.136235828399993
HA,spiralia,3,q2,-36610.2988,223,73666.5975,73960.4328,74633.3146,10,16.701430680200005
HA,spiralia,3,q3,-37297.3973,222,75038.7945,75329.1523,76001.1766,10,11.476738815799997
HA,spiralia,3,q4,-38092.7740,203,76591.5481,76821.6147,77471.5641,10,11.696563090499989
HA,spiralia,3,q5,-43164.3765,203,86734.7530,86964.8196,87614.7690,10,15.033391820999995
HA,andersen,4,poisson,-31346.9919,349,63391.9837,64533.5725,64904.9177,78,8.457922586800006
HA,andersen,4,q1,-28575.6900,369,57889.3800,59296.9058,59489.0150,72,9.8084794834
HA,andersen,4,q2,-29423.6416,351,59549.2832,60714.8681,61070.8873,74,11.220504548600003
HA,andersen,4,q3,-29817.3365,351,60336.6731,61502.2580,61858.2771,78,9.117711779199997
HA,andersen,4,q4,-30367.4638,351,61436.9276,62602.5125,62958.5317,78,12.5895866965
HA,andersen,4,q5,-33584.0667,349,67866.1334,69007.7222,69379.0673,74,11.547582620100005
HA,dosreis,4,poisson,-70038.8522,545,141167.7044,174231.0378,143530.3090,32,18.5730641334
HA,dosreis,4,q1,-63571.4720,565,128272.9439,767852.9439,130722.2496,26,23.0081503403
HA,dosreis,4,q2,-65716.7990,565,132563.5980,772143.5980,135012.9036,34,25.79985057929998
HA,dosreis,4,q3,-66949.7671,565,135029.5343,774609.5343,137478.8399,30,19.29570622389999
HA,dosreis,4,q4,-68246.4930,546,137584.9860,172721.6919,139951.9256,32,19.61960289519998
HA,dosreis,4,q5,-77767.9448,545,156625.8896,189689.2230,158988.4942,34,23.7448243998
HA,greenalga,4,poisson,-11821.0502,43,23728.1004,23735.3774,23914.5078,0,3.1856131317999994
HA,greenalga,4,q1,-10930.4323,44,21948.8647,21956.4947,22139.6070,0,3.3596950069
HA,greenalga,4,q2,-11104.3692,64,22336.7383,22353.4117,22614.1818,0,3.6961383245999997
HA,greenalga,4,q3,-11258.2440,63,22642.4879,22658.6159,22915.5963,0,3.7166389849
HA,greenalga,4,q4,-11527.8013,62,23179.6026,23195.1954,23448.3760,0,3.4450198209000003
HA,greenalga,4,q5,-12796.2919,43,25678.5838,25685.8607,25864.9911,0,4.2942012622000005
HA,opisthokonta,4,poisson,-59727.9286,137,119729.8571,119818.6177,120323.7595,10,22.342538091000023
HA,opisthokonta,4,q1,-54620.7651,157,109555.5302,109677.7272,110236.1337,10,26.957720853300007
HA,opisthokonta,4,q2,-56190.5054,137,112655.0109,112743.7714,113248.9133,10,23.741931239999985
HA,opisthokonta,4,q3,-56944.9147,157,114203.8294,114326.0265,114884.4329,14,30.840313157499995
HA,opisthokonta,4,q4,-58474.6893,156,117261.3787,117381.7325,117937.6471,12,26.809973849000002
HA,opisthokonta,4,q5,-65709.2889,137,131692.5778,131781.3384,132286.4803,20,35.76930633259998
