name,model,logl,k,AIC,AICc,BIC,rf,treelength
PF06114,poisson,-22715.5476,155,45741.0951,46748.5951,46255.4037,72,56.277890491299985
PF06114,GTR20,-21180.1825,363,43086.3651,307350.3651,44290.8426,66,64.42301891540001
PF04965,m4,-4025.9491,60,8171.8983,8334.5650,8331.7046,10,16.2175635822
PF04965,m5,-4418.7982,41,8919.5963,8973.4088,9028.7973,12,28.2552232059
PF04965,m3,-3899.5634,60,7919.1267,8081.7934,8078.9331,8,13.9189279469
PF04965,m2,-3836.9205,61,7795.8411,7967.7501,7958.3108,6,18.969489097399997
PF04965,m1,-3796.9375,42,7677.8750,7735.2083,7789.7394,0,18.7722041564
PF04965,GTR20,-3754.2029,249,8006.4058,132506.4058,8669.6021,6,12.0144040072
PF04965,poisson,-4272.5838,41,8627.1675,8680.9800,8736.3685,4,10.682477051
PF07681,GTR20,-21095.8081,417,43025.6161,391637.6161,44361.6869,62,67.20196942570003
PF07681,poisson,-24139.3403,209,48696.6806,136476.6806,49366.3180,86,52.99526571979998
PF07681,m4,-22305.9139,210,45031.8278,133651.8278,45704.6692,62,70.43656301699998
PF07681,m5,-24201.7613,210,48823.5227,137443.5227,49496.3641,82,79.74750596170003
PF07681,m3,-21909.4224,228,44274.8447,148698.8447,45005.3582,50,84.4118655858
PF07681,m2,-21594.9808,228,43645.9616,148069.9616,44376.4751,38,71.7118280112
PF07681,m1,-21211.9910,229,42881.9820,148221.9820,43615.6995,0,63.87800193489999
PF00135,m4,-128135.7615,235,256741.5229,256911.3851,257867.1958,56,156.04613704340008
PF00135,m5,-137610.0529,233,275686.1059,275852.5853,276802.1985,74,178.87889627899995
PF00135,poisson,-132192.3954,233,264850.7909,265017.2703,265966.8836,46,67.4677241046
PF00135,m3,-125891.1012,252,252286.2024,252486.6930,253493.3069,36,83.9862521532
PF00135,m2,-123082.8327,235,246635.6654,246805.5275,247761.3382,32,115.08483638900005
PF00135,m1,-121123.6304,235,242717.2608,242887.1230,243842.9337,0,87.39299060069996
PF00135,GTR20,-124205.1665,441,249292.3330,250164.4672,251404.7658,46,74.56195854109997
PF04452,m4,-45366.8961,215,91163.7922,92916.2451,91936.6552,56,123.79228870469998
PF04452,m5,-48888.5706,213,98203.1412,99860.6685,98968.8147,90,148.06289841349997
PF04452,m1,-42515.7713,215,85461.5425,87213.9954,86234.4055,0,79.46999448180001
PF04452,m3,-44196.6545,233,88859.3090,91974.8519,89696.8768,76,73.85615662320002
PF04452,m2,-43282.0513,215,86994.1026,88746.5554,87766.9655,54,72.71356459940004
PF04452,GTR20,-43581.2278,421,88004.4557,443328.4557,89517.8292,60,64.01870687059998
PF04452,poisson,-47712.5924,213,95851.1847,97508.7120,96616.8582,68,56.153774919500016
PF02142,m5,-25832.7002,305,52275.4003,238935.4003,53161.5092,138,105.4603137878
PF02142,m4,-23319.0916,326,47290.1831,260494.1831,48237.3027,84,107.32781266259994
PF02142,m2,-22069.9033,326,44791.8066,257995.8066,45738.9262,88,73.54994423109999
PF02142,m3,-22567.3945,307,45748.7890,234860.7890,46640.7083,88,87.52948188079995
PF02142,m1,-21512.0908,307,43638.1815,232750.1815,44530.1009,0,76.67033080799996
PF02142,GTR20,-21700.4333,513,44426.8667,571790.8667,45917.2726,104,63.0532731278
PF02142,poisson,-24675.0363,305,49960.0727,236620.0727,50846.1815,118,55.053128312300004
PF07724,m2,-28781.6635,304,58171.3270,243611.3270,59250.2461,122,69.85706553080001
PF07724,m3,-30022.4977,303,60650.9953,244874.9953,61726.3654,134,45.30843972470003
PF07724,m1,-28264.0171,284,57096.0341,218976.0341,58103.9717,0,70.69230930049999
PF07724,m5,-33830.7294,283,68227.4588,228971.4588,69231.8473,156,72.51871161880005
PF07724,m4,-30603.7329,284,61775.4657,223655.4657,62783.4033,144,88.80470116760004
PF07724,GTR20,-29436.9741,491,59855.9482,542999.9482,61598.5446,118,46.06215590939998
PF07724,poisson,-33827.8881,283,68221.7762,228965.7762,69226.1647,140,41.16807437119999
PF04307,m3,-4907.5047,61,9937.0095,9992.6271,10137.5938,18,23.8556041112
PF04307,m2,-4852.0396,61,9826.0792,9881.6969,10026.6635,12,52.960383295899994
PF04307,m1,-4792.5063,62,9709.0127,9766.8794,9912.8852,0,45.36814123179998
PF04307,GTR20,-4733.6840,249,9965.3681,134465.3681,10784.1466,12,19.667027979100006
PF04307,m4,-4973.5247,60,10067.0494,10120.4801,10264.3455,16,21.595455022299998
PF04307,m5,-5408.7699,41,10899.5399,10921.6168,11034.3588,18,22.754294767799998
PF04307,poisson,-5384.7050,41,10851.4100,10873.4869,10986.2289,24,14.794242806800003
PF02984,GTR20,-29941.3988,487,60856.7975,536168.7975,62443.1978,96,86.47879527880004
PF02984,m5,-33179.0826,280,66918.1653,224278.1653,67830.2640,126,163.8196754046
PF02984,m4,-31070.7327,299,62739.4655,242139.4655,63713.4566,120,122.91956675169999
PF02984,m2,-30120.9362,300,60841.8724,241441.8724,61819.1210,112,121.25443153769997
PF02984,m3,-30499.3801,300,61598.7603,242198.7603,62576.0089,116,166.38516103889998
PF02984,m1,-29783.9671,299,60165.9342,239565.9342,61139.9253,0,111.56398159009993
PF02984,poisson,-32798.9481,279,66155.8962,222395.8962,67064.7374,108,69.57627214569999
PF04043,poisson,-41758.0865,247,84010.1729,85066.3108,84972.7699,90,76.02201604660002
PF04043,GTR20,-37929.0194,455,76768.0388,491728.0388,78541.2439,50,90.84070957659995
PF04043,m5,-42399.9406,247,85293.8812,86350.0191,86256.4782,80,163.78961295759999
PF04043,m4,-39651.1143,248,79798.2287,80872.1765,80764.7228,58,105.53367071830006
PF04043,m1,-37971.7329,249,76441.4658,77533.5711,77411.8571,0,88.86056983829994
PF04043,m2,-38425.7322,248,77347.4644,78421.4122,78313.9586,56,100.47847142650001
PF04043,m3,-38810.6153,266,78153.2305,79617.6017,79189.8735,50,98.56969016950005
PF07228,m3,-63649.9135,364,128027.8270,393747.8270,129419.4157,142,261.6267505442001
PF07228,m2,-62598.6005,363,125923.2009,390187.2009,127310.9666,106,157.36372444570003
PF07228,m1,-61597.6247,363,123921.2493,388185.2493,125309.0150,0,127.76688925829994
PF07228,m4,-65706.6213,363,132139.2426,396403.2426,133527.0083,148,154.00568991820006
PF07228,m5,-71107.2068,344,142902.4136,380262.4136,144217.5414,152,241.85535912749992
PF07228,poisson,-68781.9305,343,138249.8609,374233.8609,139561.1657,172,95.49954435740008
PF07228,GTR20,-62556.9598,551,126215.9197,734519.9197,128322.4180,142,111.35484051510001
PF00856,m2,-34881.5369,197,70157.0738,70292.9833,71072.9238,90,69.11818488740003
PF00856,m3,-35192.1555,199,70782.3109,70921.4718,71707.4589,72,112.70786971349997
PF00856,m1,-34303.6708,198,69003.3416,69140.8704,69923.8405,0,84.45038858400001
PF00856,GTR20,-34521.3306,405,69852.6613,70751.1859,71735.5000,82,72.19524850210003
PF00856,m5,-38313.7924,198,77023.5847,77161.1135,77944.0837,106,191.0825701997
PF00856,m4,-35995.3078,217,72424.6156,72595.3954,73433.4453,98,106.93998878870003
PF00856,poisson,-36950.5793,197,74295.1586,74431.0680,75211.0085,88,61.85274413740001
PF05239,m3,-19290.5769,272,39125.1538,187637.1538,39833.7601,96,126.41938454830003
PF05239,m2,-19078.6600,270,38697.3200,185037.3200,39400.7159,84,87.85038313679996
PF05239,m1,-18899.2213,252,38302.4426,165814.4426,38958.9455,0,102.17121985099992
PF05239,m4,-19813.6572,272,40171.3143,188683.3143,40879.9206,104,203.45859744959995
PF05239,GTR20,-18675.5603,459,38269.1206,460549.1206,39464.8937,78,94.31870301590001
PF05239,m5,-21409.0809,252,43322.1618,170834.1618,43978.6647,128,211.8670443971999
PF05239,poisson,-20967.6010,251,42437.2020,168941.2020,43091.0997,146,74.53193488960004
PF07662,m4,-17368.7949,122,34981.5898,35153.0869,35432.6352,22,24.466473339799997
PF07662,m5,-18703.4552,103,37612.9103,37723.3433,37993.7109,30,30.2475849401
PF07662,m3,-17081.6531,103,34369.3062,34479.7392,34750.1068,22,20.4978781144
PF07662,m2,-16576.0404,123,33398.0808,33573.3912,33852.8233,18,30.738522331500004
PF07662,m1,-16350.2287,105,32910.4575,33026.3950,33298.6523,0,31.93837691100001
PF07662,GTR20,-16453.1553,311,33528.3106,227592.3106,34678.1067,30,22.780803103800007
PF07662,poisson,-19290.8214,103,38787.6427,38898.0757,39168.4434,32,19.973620081700012
PF02225,m5,-31233.2213,278,63022.4425,218146.4425,63861.2463,128,229.40858075209994
PF02225,m4,-29215.6526,278,58987.3051,214111.3051,59826.1089,108,124.17728147030003
PF02225,m2,-28232.4970,296,57056.9941,232880.9941,57950.1089,82,96.73792923940002
PF02225,m3,-28574.4403,296,57740.8806,233564.8806,58633.9954,108,113.1329050953001
PF02225,m1,-27791.7705,278,56139.5411,211263.5411,56978.3449,0,102.49978428940001
PF02225,poisson,-30319.3543,277,61192.7086,215204.7086,62028.4951,118,85.33675008619997
PF02225,GTR20,-27800.9173,485,56571.8346,527991.8346,58035.2153,72,99.46015699029998
PF07686,GTR20,-26781.9369,419,54401.8738,406361.8738,55783.8688,82,88.10485810729998
PF07686,m4,-27818.5835,213,56063.1670,147227.1670,56765.7086,118,131.53657683639995
PF07686,m5,-29728.2151,212,59880.4302,150192.4302,60579.6735,118,173.3226073248
PF07686,m1,-26750.1100,231,53962.2199,161146.2199,54724.1312,0,88.38029394209998
PF07686,m3,-27360.7591,230,55181.5182,161441.5182,55940.1312,86,101.51862681589995
PF07686,m2,-27116.7539,212,54657.5078,144969.5078,55356.7511,92,92.7905696773
PF07686,poisson,-28920.0468,211,58262.0936,147726.0936,58958.0385,98,74.41769612099998
PF04385,m1,-10417.4422,153,21140.8843,68264.8843,21567.3706,0,53.85443164000001
PF04385,m2,-10513.2125,152,21330.4249,67842.4249,21754.1237,48,60.50697687250001
PF04385,m3,-10627.4137,134,21522.8274,57702.8274,21896.3513,60,53.473718236299995
PF04385,poisson,-11376.1161,133,23018.2322,58662.2322,23388.9686,60,43.10064493550001
PF04385,m5,-11379.2175,134,23026.4350,59206.4350,23399.9589,84,102.9129797066
PF04385,m4,-10753.1527,153,21812.3054,68936.3054,22238.7916,56,78.58332518729999
PF04385,GTR20,-10210.5454,341,21103.0908,254347.0908,22053.6255,90,52.65404092780001
PF01523,m3,-16076.9838,64,32281.9676,32313.7233,32524.5250,20,66.7785320651
PF01523,m2,-15962.7570,43,32011.5141,32024.8851,32174.4823,14,21.76327299720001
PF01523,m1,-15772.2908,45,31634.5816,31649.3147,31805.1298,0,23.2041879287
PF01523,m4,-16413.2670,63,32952.5339,32983.1955,33191.3014,10,45.24066304829999
PF01523,m5,-17404.7240,43,34895.4480,34908.8190,35058.4163,20,68.361779312
PF01523,GTR20,-15649.7293,251,31801.4586,33488.1786,32752.7386,14,22.291582684
PF01523,poisson,-16981.1509,43,34048.3019,34061.6729,34211.2702,14,18.352546665600002
PF03610,poisson,-9085.3999,69,18308.7997,18469.7997,18506.6596,30,20.9156382078
PF03610,m4,-8523.7251,71,17189.4502,17365.7261,17393.0452,12,43.090146820800015
PF03610,m5,-9075.3824,69,18288.7648,18449.7648,18486.6247,16,46.7624928355
PF03610,GTR20,-7972.1821,277,16498.3641,170510.3641,17292.6712,4,25.084265847599994
PF03610,m1,-8036.1913,71,16214.3827,16390.6585,16417.9776,0,31.41967285670001
PF03610,m3,-8274.1501,89,16726.3003,17126.8003,16981.5108,8,40.43848871579999
PF03610,m2,-8211.9618,70,16563.9236,16732.3981,16764.6510,6,24.81893786139999
PF01909,poisson,-27943.0244,237,56360.0488,169172.0488,57081.3405,156,88.27689247010004
PF01909,m1,-25904.6763,257,52323.3527,184935.3527,53105.5129,0,81.16117852709998
PF01909,m3,-26793.6116,238,54063.2233,167827.2233,54787.5585,130,118.07596125139997
PF01909,GTR20,-26041.4134,445,52972.8268,449912.8268,54327.1510,128,108.40637730339998
PF01909,m2,-26381.0348,239,53240.0697,167960.0697,53967.4483,136,77.90184319470006
PF01909,m4,-27442.3893,238,55360.7787,169124.7787,56085.1139,142,128.53530233909996
PF01909,m5,-29190.2454,238,58856.4907,172620.4907,59580.8259,160,340.74901590139973
PF00622,m4,-19483.3257,145,39256.6513,39707.0769,39761.3440,54,132.66030889380002
PF00622,m5,-20804.4084,143,41894.8167,42323.8167,42392.5481,64,124.30499581419997
PF00622,m1,-18663.3610,164,37654.7221,38376.3221,38225.5469,0,56.06404670439999
PF00622,m3,-19065.8057,144,38419.6113,38859.1903,38920.8233,44,60.218288457400035
PF00622,m2,-18934.7804,144,38157.5608,38597.1398,38658.7728,42,54.15350329279998
PF00622,poisson,-20112.0284,143,40510.0567,40939.0567,41007.7881,52,42.6654205305
PF00622,GTR20,-18655.5645,351,38013.1289,285117.1289,39234.8332,36,50.61672129970002
PF01486,poisson,-10887.5626,127,22029.1252,54541.1252,22372.0862,38,24.165025569500017
PF01486,m5,-10446.2622,127,21146.5244,53658.5244,21489.4854,26,54.204524422599995
PF01486,m4,-10020.3086,146,20332.6172,63256.6172,20726.8873,36,26.659450451300007
PF01486,m2,-9668.2485,147,19630.4971,63142.4971,20027.4677,22,33.50056806050001
PF01486,m3,-9817.4687,146,19926.9374,62850.9374,20321.2076,20,29.119359520699998
PF01486,m1,-9465.3874,128,19186.7748,52210.7748,19532.4363,0,29.02416276370001
PF01486,GTR20,-9309.3434,335,19288.6869,244408.6869,20193.3478,24,32.2992914833
PF01814,m1,-34064.3576,570,69268.7151,720208.7151,70813.1473,0,201.0212096512999
PF01814,m3,-35125.8470,571,71393.6940,724617.6940,72940.8357,254,161.83082162600004
PF01814,m2,-34640.2635,589,70458.5270,765478.5270,72054.4403,258,325.5317990032999
PF01814,m4,-36089.5369,589,73357.0738,768377.0738,74952.9871,326,380.92244619810026
PF01814,m5,-38596.3903,570,78332.7805,729272.7805,79877.2127,352,587.6220943297005
PF01814,poisson,-37653.6153,569,76445.2306,725105.2306,77986.9533,336,181.36506261430006
PF01814,GTR20,-34173.4188,777,69900.8376,1278912.8376,72006.1426,292,234.59482656400013
PF03364,GTR20,-27382.8071,413,55591.6141,397555.6141,57071.5981,44,86.28996774239998
PF03364,poisson,-29780.2314,205,59970.4628,61378.1295,60705.0796,76,67.46711445180003
PF03364,m5,-31098.0547,206,62608.1095,64053.6010,63346.3097,88,252.89433180710026
PF03364,m4,-28584.1425,226,57620.2849,60251.1567,58430.1551,68,127.41537960130002
PF03364,m2,-27691.7688,226,55835.5376,58466.4094,56645.4077,72,109.2268212208
PF03364,m3,-28048.4390,206,56508.8780,57954.3695,57247.0782,52,95.20615136010008
PF03364,m1,-27396.8992,225,55243.7984,57786.2984,56050.0850,0,110.15786787829991
PF00787,GTR20,-19962.9922,353,40631.9843,290555.9843,41956.6425,50,66.2327871777
PF00787,m1,-19937.8716,165,40205.7432,40573.3942,40824.9177,0,69.01868512799999
PF00787,m2,-20163.5315,165,40657.0630,41024.7140,41276.2375,48,152.31644126759997
PF00787,m3,-20373.9010,164,41075.8020,41436.6020,41691.2239,54,77.21046678740001
PF00787,poisson,-21470.2656,145,43230.5313,43481.0638,43774.6543,62,53.794239953499996
PF00787,m5,-22154.5648,146,44601.1296,44856.6296,45149.0053,68,176.74765202640006
PF00787,m4,-20792.1233,165,41914.2467,42281.8977,42533.4212,58,89.46182003110003
PF02826,GTR20,-57755.0686,549,116608.1372,720508.1372,118550.1337,198,107.58208751589986
PF02826,m1,-56999.2288,342,114682.4576,349294.4576,115892.2259,0,145.36264416890006
PF02826,m3,-59398.2157,361,119518.4314,380882.4314,120795.4090,216,169.8527658041001
PF02826,m2,-58342.2588,361,117406.5176,378770.5176,118683.4953,196,146.16325984580004
PF02826,m4,-61280.4426,343,123246.8853,359230.8853,124460.1909,178,163.60269911620006
PF02826,m5,-66828.1129,342,134340.2258,368952.2258,135549.9942,222,242.74085190939985
PF02826,poisson,-64102.2644,341,128886.5288,362130.5288,130092.7597,218,96.78545667549997
PF03065,GTR20,-17602.4836,251,35706.9673,36019.3228,36833.3759,10,18.6175825001
PF03065,m4,-18279.4275,64,36686.8550,36700.9090,36974.0668,4,34.0082264398
PF03065,m5,-19552.7759,44,39193.5518,39200.0224,39391.0099,8,48.8116076637
PF03065,m3,-18043.7238,45,36177.4477,36184.2234,36379.3934,0,31.550527134600014
PF03065,m2,-17878.3877,43,35842.7754,35848.9484,36035.7458,6,16.981201303099997
PF03065,m1,-17692.4395,63,35510.8791,35524.4777,35793.6032,0,20.422641268499998
PF03065,poisson,-19053.2555,43,38192.5110,38198.6839,38385.4814,6,14.894032294599999
PF00665,m2,-75432.3230,498,151860.6460,648864.6460,153658.1629,110,150.53075054709993
PF00665,m3,-76815.3528,498,154626.7056,651630.7056,156424.2226,146,173.5481637560001
PF00665,m1,-74150.5449,480,149261.0898,611021.0898,150993.6363,0,142.24394353860004
PF00665,m5,-83619.6346,480,168199.2692,629959.2692,169931.8156,212,380.5196776826999
PF00665,m4,-78641.0070,500,158282.0141,659282.0141,160086.7500,188,195.10169295469996
PF00665,poisson,-79953.2787,479,160864.5574,620704.5574,162593.4944,180,135.44483654600003
PF00665,GTR20,-74893.8413,687,151161.6825,1096473.6825,153641.3897,150,152.46323582509993
PF06458,poisson,-25038.8558,289,50655.7117,218275.7117,51616.0615,164,72.91903121319997
PF06458,m4,-24062.6747,308,48741.3494,239085.3494,49764.8365,126,123.65021712830008
PF06458,m5,-26755.3229,290,54090.6459,222870.6459,55054.3187,166,150.26924572010012
PF06458,m1,-22474.9283,310,45569.8565,238389.8565,46599.9896,0,95.09262774030006
PF06458,m3,-23395.3848,290,47370.7696,216150.7696,48334.4425,154,77.83460795270001
PF06458,m2,-22979.0940,309,46576.1881,238156.1881,47602.9982,122,96.02305646239999
PF06458,GTR20,-22331.5971,497,45657.1942,540669.1942,47308.7302,130,86.9338770333
PF01521,poisson,-6187.4676,55,12484.9352,12563.9095,12644.3164,24,13.800868666899998
PF01521,m2,-5446.1549,75,11042.3097,11238.8614,11259.6477,14,23.6073360513
PF01521,m3,-5627.5597,55,11365.1193,11444.0937,11524.5005,18,15.828975408400003
PF01521,m1,-5357.3982,56,10826.7963,10909.7054,10989.0754,0,19.608468745399996
PF01521,m5,-6264.1525,56,12640.3050,12723.2141,12802.5840,20,29.786268482499988
PF01521,m4,-5747.6372,57,11609.2743,11696.2743,11774.4512,20,32.1921931716
PF01521,GTR20,-5395.6790,263,11317.3580,150181.3580,12079.4899,24,16.354686517199998
PF00479,m3,-32024.0519,236,64520.1037,176384.1037,65302.0203,58,84.7607922823
PF00479,m2,-30623.5438,255,61757.0876,192317.0876,62601.9551,52,56.68965968500001
PF00479,m1,-30093.3731,237,60660.7462,173472.7462,61445.9761,0,62.243092230300036
PF00479,m4,-32631.6348,237,65737.2697,178549.2697,66522.4995,70,158.17706919089997
PF00479,m5,-36675.9928,235,73821.9855,184741.9855,74600.5889,78,94.63756662109998
PF00479,GTR20,-31499.1993,443,63884.3986,457268.3986,65352.1488,66,50.71213313259996
PF00479,poisson,-35464.4867,235,71398.9734,182318.9734,72177.5768,88,44.761151152900005
PF07992,poisson,-63858.8941,293,128303.7882,128961.3607,129569.7733,136,87.73520907119999
PF07992,m3,-59404.1514,313,119434.3029,120246.5508,120786.7034,102,165.78735294280003
PF07992,m2,-58751.3655,294,118090.7311,118755.3288,119361.0369,100,104.54491813380004
PF07992,m1,-57655.0600,295,115900.1200,116571.8123,117174.7466,0,118.95817151930001
PF07992,m4,-61461.6883,313,123549.3767,124361.6246,124901.7771,144,145.15219280759993
PF07992,m5,-66438.8384,293,133463.6769,134121.2494,134729.6620,170,238.34047797590006
PF07992,GTR20,-57981.1157,501,116964.2314,126279.1203,119128.9364,110,104.68177876229994
PF00188,m1,-67963.0332,576,137078.0664,801782.0664,139177.8439,0,177.76376233860017
PF00188,m3,-70957.5952,575,143065.1905,805465.1905,145161.3224,236,184.9163493571
PF00188,m2,-69069.8584,576,139291.7169,803995.7169,141391.4943,262,185.69734251530008
PF00188,m4,-72177.8578,577,145509.7155,812521.7155,147613.1384,266,242.19760190539998
PF00188,m5,-77958.2965,576,157068.5929,821772.5929,159168.3703,286,357.748899867
PF00188,GTR20,-69086.2629,783,139738.5258,1367482.5258,142592.9107,260,172.25352066050004
PF00188,poisson,-74603.8336,575,150357.6672,812757.6672,152453.7992,316,151.0357426112
PF00912,poisson,-37968.6465,257,76451.2931,209063.2931,77329.2309,88,50.592467989399985
PF00912,m5,-37815.0511,257,76144.1023,208756.1023,77022.0401,86,96.60748689710002
PF00912,m4,-35004.9234,258,70525.8468,204169.8468,71407.2007,72,55.89933243409998
PF00912,m2,-33139.4501,277,66832.9003,220844.9003,67779.1601,44,53.760166133700025
PF00912,m3,-34245.1669,258,69006.3339,202650.3339,69887.6878,56,66.41839828479999
PF00912,GTR20,-33754.1435,465,68438.2871,501818.2871,70026.7738,44,56.86603228590002
PF00912,m1,-32578.1025,259,65674.2049,200354.2049,66558.9749,0,67.82838353339999
PF03958,GTR20,-36746.9320,671,74835.8641,976659.8641,76924.0079,258,179.85203519960012
PF03958,poisson,-41362.5813,463,83651.1627,513315.1627,85092.0130,284,144.38252479649984
PF03958,m5,-41754.5137,464,84437.0274,515957.0274,85880.9897,318,382.2087978860001
PF03958,m4,-38335.1848,463,77596.3697,507260.3697,79037.2200,258,204.49126258569999
PF03958,m1,-36401.5086,483,73769.0173,541313.0173,75272.1074,0,256.8402479682003
PF03958,m2,-36991.9036,483,74949.8071,542493.8071,76452.8972,262,169.18540069209993
PF03958,m3,-37587.0038,465,76104.0075,509484.0075,77551.0818,256,245.63333271259984
PF07738,poisson,-7693.6603,51,15489.3205,15538.8906,15645.8346,32,16.042535845499994
PF07738,GTR20,-6916.3913,259,14350.7827,149030.7827,15145.6289,28,19.617878608499993
PF07738,m1,-6964.7378,52,14033.4756,14085.4756,14193.0587,0,25.634851383299992
PF07738,m2,-7011.6795,71,14165.3591,14282.8763,14383.2513,20,29.206371997799994
PF07738,m3,-7156.8017,51,14415.6034,14465.1735,14572.1175,16,20.2741736942
PF07738,m5,-7850.7764,52,15805.5529,15857.5529,15965.1359,32,39.653579476699996
PF07738,m4,-7261.4586,71,14664.9171,14782.4344,14882.8093,24,23.384836214099998
PF03793,m5,-33010.3081,482,66984.6163,532596.6163,68259.2127,316,371.7864977850001
PF03793,m4,-30223.2521,501,61448.5043,564452.5043,62773.3441,308,245.00279415330004
PF03793,m1,-28505.2934,501,58012.5868,561016.5868,59337.4266,0,153.75170987920006
PF03793,m2,-29060.2264,483,59086.4528,526630.4528,60363.6936,226,177.89144021079994
PF03793,m3,-29470.3388,481,59902.6776,523586.6776,61174.6296,266,166.0102974515001
PF03793,poisson,-31985.5343,481,64933.0686,528617.0686,66205.0207,300,138.97653869549998
PF03793,GTR20,-28380.8069,689,58139.6138,1008959.6138,59961.5991,284,177.20509850859995
PF00254,m2,-26642.9337,367,54019.8675,324131.8675,55316.6214,172,120.51349428049991
PF00254,m3,-27262.5370,347,55219.0740,296731.0740,56445.1601,190,89.43384974940004
PF00254,m1,-26273.8090,348,53243.6181,296147.6181,54473.2376,0,110.92046798039998
PF00254,m5,-30852.8265,348,62401.6530,305305.6530,63631.2725,182,182.36048378930013
PF00254,m4,-28135.8521,349,56969.7042,301269.7042,58202.8571,172,175.6987647308001
PF00254,GTR20,-26150.6513,555,53411.3027,670571.3027,55372.3339,174,85.85005774699997
PF00254,poisson,-29333.6393,347,59361.2786,300873.2786,60587.3647,190,72.29391709050003
PF00579,m5,-22968.6490,71,46079.2980,46110.2798,46363.0461,12,44.076028845500005
PF00579,m4,-21360.3947,72,42864.7895,42896.7409,43152.5340,10,26.536310977200003
PF00579,m2,-20359.2520,91,40900.5041,40954.5170,41264.1812,0,28.351701931199987
PF00579,m3,-20714.4770,91,41610.9539,41664.9668,41974.6311,4,54.07643397820001
PF00579,m1,-20065.6688,72,40275.3377,40307.2890,40563.0822,0,29.480808746499985
PF00579,poisson,-22198.1978,71,44538.3956,44569.3774,44822.1437,6,18.5559487045
PF00579,GTR20,-20158.4645,279,40874.9290,42155.5848,41989.9392,6,21.2414709011
PF04776,m5,-4967.2912,39,10012.5824,10039.9509,10131.0236,18,23.58816636269999
PF04776,m4,-4532.7503,59,9183.5005,9258.8197,9362.6807,22,14.9282763048
PF04776,m2,-4460.8577,40,9001.7154,9030.7419,9123.1935,14,10.9725969354
PF04776,m3,-4503.9611,40,9087.9222,9116.9488,9209.4004,8,12.602058008499997
PF04776,m1,-4382.4087,40,8844.8175,8873.8440,8966.2956,0,13.541578956599999
PF04776,poisson,-4739.5714,39,9557.1428,9584.5112,9675.5840,10,10.403515762900001
PF04776,GTR20,-4278.5186,247,9051.0372,131563.0372,9801.1645,20,11.624379067900001
PF01155,m5,-7613.9446,57,15341.8892,15420.6035,15510.3714,18,36.7222520594
PF01155,poisson,-7154.5453,57,14423.0906,14501.8049,14591.5728,8,15.3276046951
PF01155,m4,-6812.0887,77,13778.1775,13965.8650,14005.7761,16,24.963521823500006
PF01155,GTR20,-6324.9721,265,13179.9443,154159.9443,13963.2384,10,18.211270323599997
PF01155,m1,-6394.3257,59,12906.6515,12992.9929,13081.0452,0,24.863299337
PF01155,m2,-6490.1241,78,13136.2482,13331.8672,13366.8027,8,26.830282803000014
PF01155,m3,-6581.8689,78,13319.7379,13515.3569,13550.2924,8,28.66952002499999
PF00953,GTR20,-8066.1657,253,16638.3315,26524.7930,17545.9054,10,15.9275268541
PF00953,m5,-9179.9413,45,18449.8826,18468.6157,18611.3088,18,18.677896650699996
PF00953,m4,-8498.0937,45,17086.1873,17104.9204,17247.6135,8,16.215380306400007
PF00953,poisson,-9211.0470,45,18512.0940,18530.8271,18673.5202,14,12.908179270399996
PF00953,m1,-8076.3714,66,16284.7427,16328.9627,16521.5011,0,28.4710160924
PF00953,m2,-8255.4087,47,16604.8175,16625.4202,16773.4181,10,18.5684155481
PF00953,m3,-8317.4967,65,16764.9934,16807.6800,16998.1646,14,18.8786776337
PF00916,poisson,-22268.4004,67,44670.8009,44702.7728,44929.8542,18,19.08620918920001
PF00916,GTR20,-19477.1187,275,39504.2373,41475.6659,40567.5160,14,23.551831382499998
PF00916,m2,-19803.8283,69,39745.6566,39779.7909,40012.4429,4,27.493667045200006
PF00916,m3,-20050.6426,68,40237.2852,40270.3274,40500.2050,14,22.5384287233
PF00916,m1,-19440.5390,87,39055.0780,39112.8591,39391.4607,0,35.3422321324
PF00916,m5,-21536.1824,67,43206.3647,43238.3367,43465.4181,14,26.1615458894
PF00916,m4,-20381.5701,86,40935.1402,40991.3958,41267.6565,12,31.966053057900005
PF01678,GTR20,-5676.2747,253,11858.5494,140382.5494,12626.8984,20,16.963016420500004
PF01678,m1,-5725.6868,46,11543.3736,11583.7848,11683.0734,0,22.041761187099993
PF01678,m2,-5840.4378,46,11772.8756,11813.2868,11912.5754,14,16.875575505300002
PF01678,m3,-5892.4634,64,11912.9269,12006.4100,12107.2919,14,17.921004147100003
PF01678,m5,-6601.8030,46,13295.6059,13336.0171,13435.3057,18,36.750880170200006
PF01678,poisson,-6304.6704,45,12699.3408,12737.6742,12836.0037,18,13.4381112045
PF01678,m4,-6113.1966,47,12320.3931,12362.9591,12463.1299,8,34.03563203720001
PF01464,m1,-8958.2334,88,18092.4668,18304.1424,18364.7168,0,29.171114705200008
PF01464,m3,-9298.0445,68,18732.0889,18831.9187,18942.4639,32,29.712359349099994
PF01464,m2,-9145.5004,68,18427.0007,18526.8305,18637.3757,6,35.5563693499
PF01464,GTR20,-8977.6797,275,18505.3594,170305.3594,19356.1407,20,25.848033997899996
PF01464,m4,-9525.5209,67,19185.0418,19280.9576,19392.3231,34,27.117898189600005
